BELNR,GJAHR,BUDAT,CPUDT,BUKRS,BLART,CPUTM
6100000465,2018,20180628,20180628,companyID_0000,KZ,120500
6100000466,2018,20180726,20180726,companyID_0000,KZ,160900
6100000467,2018,20180830,20180830,companyID_0000,KZ,134000
6100000468,2018,20181026,20181026,companyID_0000,KZ,090300
6100000469,2018,20180329,20180329,companyID_0000,KZ,130700
6100000470,2018,20180405,20180405,companyID_0000,KZ,134800
6100000471,2018,20180308,20180308,companyID_0000,KZ,122300
6100000472,2018,20180405,20180405,companyID_0000,KZ,135000
6100000473,2018,20180329,20180329,companyID_0000,KZ,130900
6100000474,2018,20180208,20180208,companyID_0000,KZ,134400
6100000475,2018,20180426,20180426,companyID_0000,KZ,091500
6100000476,2018,20180308,20180308,companyID_0000,KZ,154800
6100000477,2018,20180405,20180405,companyID_0000,KZ,134800
6100000478,2018,20180524,20180524,companyID_0000,KZ,113300
6100000479,2018,20180524,20180524,companyID_0000,KZ,113600
6100000480,2018,20181026,20181026,companyID_0000,KZ,090400
6100000481,2018,20181220,20181220,companyID_0000,KZ,122900
6100000482,2018,20180329,20180329,companyID_0000,KZ,131100
6100000483,2018,20180525,20180525,companyID_0000,KZ,061000
6100000484,2018,20180531,20180531,companyID_0000,KZ,103300
6100000485,2018,20180830,20180830,companyID_0000,KZ,134000
6100000486,2018,20180405,20180405,companyID_0000,KZ,135100
6100000487,2018,20181026,20181026,companyID_0000,KZ,090300
6100000488,2018,20180405,20180405,companyID_0000,KZ,134900
6100000489,2018,20180405,20180405,companyID_0000,KZ,134900
6100000490,2018,20180405,20180405,companyID_0000,KZ,134900
6100000491,2018,20180405,20180405,companyID_0000,KZ,134900
6100000492,2018,20180405,20180405,companyID_0000,KZ,134900
6100000493,2018,20180405,20180405,companyID_0000,KZ,134900
6100000494,2018,20180405,20180405,companyID_0000,KZ,135000
6100000495,2018,20180426,20180426,companyID_0000,KZ,091500
6100000496,2018,20180405,20180405,companyID_0000,KZ,134900
6100000497,2018,20180405,20180405,companyID_0000,KZ,134900
6100000498,2018,20180405,20180405,companyID_0000,KZ,134900
6100000499,2018,20180405,20180405,companyID_0000,KZ,134900
6100000500,2018,20180405,20180405,companyID_0000,KZ,134900
6100000501,2018,20180405,20180405,companyID_0000,KZ,134900
6100000502,2018,20180405,20180405,companyID_0000,KZ,134900
6100000503,2018,20180405,20180405,companyID_0000,KZ,134900
6100000504,2018,20180405,20180405,companyID_0000,KZ,134900
6100000505,2018,20180405,20180405,companyID_0000,KZ,134900
6100000506,2018,20180405,20180405,companyID_0000,KZ,134900
6100000507,2018,20180426,20180426,companyID_0000,KZ,091200
6100000508,2018,20180628,20180628,companyID_0000,KZ,120500
6100000509,2018,20180726,20180726,companyID_0000,KZ,160900
6100000510,2018,20180426,20180426,companyID_0000,KZ,091200
6100000511,2018,20180524,20180524,companyID_0000,KZ,113200
6100000512,2018,20180426,20180426,companyID_0000,KZ,091200
6100000513,2018,20180426,20180426,companyID_0000,KZ,091200
6100000514,2018,20180426,20180426,companyID_0000,KZ,091200
6100000515,2018,20180405,20180405,companyID_0000,KZ,134800
6100000516,2018,20180405,20180405,companyID_0000,KZ,134800
6100000517,2018,20180315,20180315,companyID_0000,KZ,131300
6100000518,2018,20180315,20180315,companyID_0000,KZ,131300
6100000519,2018,20180315,20180315,companyID_0000,KZ,131300
6100000520,2018,20180426,20180426,companyID_0000,KZ,091200
6100000521,2018,20180405,20180405,companyID_0000,KZ,134800
6100000522,2018,20180329,20180329,companyID_0000,KZ,131100
6100000523,2018,20180426,20180426,companyID_0000,KZ,091200
6100000524,2018,20180426,20180426,companyID_0000,KZ,091200
6100000525,2018,20180306,20180306,companyID_0000,KZ,111100
6100000526,2018,20180315,20180315,companyID_0000,KZ,131300
6100000527,2018,20180306,20180306,companyID_0000,KZ,111100
6100000528,2018,20180315,20180315,companyID_0000,KZ,131300
6100000529,2018,20180315,20180315,companyID_0000,KZ,131300
6100000530,2018,20180524,20180524,companyID_0000,KZ,113200
6100000531,2018,20180405,20180405,companyID_0000,KZ,135100
6100000532,2018,20180628,20180628,companyID_0000,KZ,120400
6100000533,2018,20180628,20180628,companyID_0000,KZ,120400
6100000534,2018,20180405,20180405,companyID_0000,KZ,134800
6100000535,2018,20180419,20180419,companyID_0000,KZ,124700
6100000536,2018,20180426,20180426,companyID_0000,KZ,091100
6100000537,2018,20180329,20180329,companyID_0000,KZ,130800
6100000538,2018,20180426,20180426,companyID_0000,KZ,091200
6100000539,2018,20180426,20180426,companyID_0000,KZ,091200
6100000540,2018,20180426,20180426,companyID_0000,KZ,091200
6100000541,2018,20180509,20180509,companyID_0000,KZ,121000
6100000542,2018,20180426,20180426,companyID_0000,KZ,091200
6100000543,2018,20180426,20180426,companyID_0000,KZ,091200
6100000544,2018,20180426,20180426,companyID_0000,KZ,091200
6100000545,2018,20180405,20180405,companyID_0000,KZ,135000
6100000546,2018,20180405,20180405,companyID_0000,KZ,134900
6100000547,2018,20180426,20180426,companyID_0000,KZ,091200
6100000548,2018,20180405,20180405,companyID_0000,KZ,134800
6100000549,2018,20180405,20180405,companyID_0000,KZ,134900
6100000550,2018,20180405,20180405,companyID_0000,KZ,134900
6100000551,2018,20180405,20180405,companyID_0000,KZ,134900
6100000552,2018,20180405,20180405,companyID_0000,KZ,134900
6100000553,2018,20180405,20180405,companyID_0000,KZ,134900
6100000554,2018,20180405,20180405,companyID_0000,KZ,134900
6100000555,2018,20180405,20180405,companyID_0000,KZ,134900
6100000556,2018,20180405,20180405,companyID_0000,KZ,134900
6100000557,2018,20180405,20180405,companyID_0000,KZ,134900
6100000558,2018,20180405,20180405,companyID_0000,KZ,135000
6100000559,2018,20180405,20180405,companyID_0000,KZ,134800
6100000560,2018,20180405,20180405,companyID_0000,KZ,134800
6100000561,2018,20180405,20180405,companyID_0000,KZ,134800
6100000562,2018,20180405,20180405,companyID_0000,KZ,134800
6100000563,2018,20180405,20180405,companyID_0000,KZ,135100
6100000564,2018,20180405,20180405,companyID_0000,KZ,134800
6100000565,2018,20180308,20180308,companyID_0000,KZ,122300
6100000566,2018,20180313,20180313,companyID_0000,KZ,150900
6100000567,2018,20180720,20180720,companyID_0000,KZ,143600
6100000568,2018,20180313,20180313,companyID_0000,KZ,150900
6100000569,2018,20180720,20180720,companyID_0000,KZ,120400
6100000570,2018,20180426,20180426,companyID_0000,KZ,091500
6100000571,2018,20180720,20180720,companyID_0000,KZ,124500
6100000572,2018,20180426,20180426,companyID_0000,KZ,091500
6100000573,2018,20180405,20180405,companyID_0000,KZ,134900
6100000574,2018,20180405,20180405,companyID_0000,KZ,134800
6100000575,2018,20180405,20180405,companyID_0000,KZ,134900
6100000576,2018,20180405,20180405,companyID_0000,KZ,134900
6100000577,2018,20180405,20180405,companyID_0000,KZ,135100
6100000578,2018,20180405,20180405,companyID_0000,KZ,134900
6100000579,2018,20180405,20180405,companyID_0000,KZ,134900
6100000580,2018,20180802,20180802,companyID_0000,KZ,140600
6100000581,2018,20180524,20180524,companyID_0000,KZ,113600
6100000582,2018,20180329,20180329,companyID_0000,KZ,130800
6100000583,2018,20180329,20180329,companyID_0000,KZ,130800
6100000584,2018,20180405,20180405,companyID_0000,KZ,134800
6100000585,2018,20180405,20180405,companyID_0000,KZ,134800
6100000586,2018,20180405,20180405,companyID_0000,KZ,134800
6100000587,2018,20180426,20180426,companyID_0000,KZ,091100
6100000588,2018,20180426,20180426,companyID_0000,KZ,091100
6100000589,2018,20180405,20180405,companyID_0000,KZ,134900
6100000590,2018,20180405,20180405,companyID_0000,KZ,134900
6100000591,2018,20180405,20180405,companyID_0000,KZ,134900
6100000592,2018,20180906,20180906,companyID_0000,KZ,120600
6100000593,2018,20180509,20180509,companyID_0000,KZ,121200
6100000594,2018,20180426,20180426,companyID_0000,KZ,091100
6100000595,2018,20180803,20180803,companyID_0000,KZ,091300
6100000596,2018,20180426,20180426,companyID_0000,KZ,091100
6100000597,2018,20180803,20180803,companyID_0000,KZ,091300
6100000598,2018,20180405,20180405,companyID_0000,KZ,134900
6100000599,2018,20180405,20180405,companyID_0000,KZ,134900
6100000600,2018,20180405,20180405,companyID_0000,KZ,134900
6100000601,2018,20180405,20180405,companyID_0000,KZ,134900
6100000602,2018,20180426,20180426,companyID_0000,KZ,091100
6100000603,2018,20180426,20180426,companyID_0000,KZ,091100
6100000604,2018,20180426,20180426,companyID_0000,KZ,091100
6100000605,2018,20180426,20180426,companyID_0000,KZ,091100
6100000606,2018,20180426,20180426,companyID_0000,KZ,091100
6100000607,2018,20180426,20180426,companyID_0000,KZ,091100
6100000608,2018,20180308,20180308,companyID_0000,KZ,122300
6100000609,2018,20180517,20180517,companyID_0000,KZ,125000
6100000610,2018,20180517,20180517,companyID_0000,KZ,125000
6100000611,2018,20180524,20180524,companyID_0000,KZ,113200
6100000612,2018,20180426,20180426,companyID_0000,KZ,091200
6100000613,2018,20180705,20180705,companyID_0000,KZ,121000
6100000614,2018,20180405,20180405,companyID_0000,KZ,134800
6100000615,2018,20180426,20180426,companyID_0000,KZ,091100
6100000616,2018,20180426,20180426,companyID_0000,KZ,091100
6100000617,2018,20180426,20180426,companyID_0000,KZ,091100
6100000618,2018,20180426,20180426,companyID_0000,KZ,091200
6100000619,2018,20180509,20180509,companyID_0000,KZ,121200
6100000620,2018,20180524,20180524,companyID_0000,KZ,113200
6100000621,2018,20181129,20181129,companyID_0000,KZ,151400
6100000622,2018,20180405,20180405,companyID_0000,KZ,095500
6100000623,2018,20180426,20180426,companyID_0000,KZ,091100
6100000624,2018,20180524,20180524,companyID_0000,KZ,113600
6100000625,2018,20180628,20180628,companyID_0000,KZ,120500
6100000626,2018,20180726,20180726,companyID_0000,KZ,160900
6100000627,2018,20181004,20181004,companyID_0000,KZ,145000
6100000628,2018,20181011,20181011,companyID_0000,KZ,114700
6100000629,2018,20181122,20181122,companyID_0000,KZ,135400
6100000630,2018,20181129,20181129,companyID_0000,KZ,151600
6100000631,2018,20180719,20180719,companyID_0000,KZ,111600
6100000632,2018,20180426,20180426,companyID_0000,KZ,091500
6100000633,2018,20180426,20180426,companyID_0000,KZ,091200
6100000634,2018,20180426,20180426,companyID_0000,KZ,091200
6100000635,2018,20180329,20180329,companyID_0000,KZ,130900
6100000636,2018,20180315,20180315,companyID_0000,KZ,131300
6100000637,2018,20181105,20181105,companyID_0000,KZ,120300
6100000638,2018,20181129,20181129,companyID_0000,KZ,151500
6100000639,2018,20180426,20180426,companyID_0000,KZ,091100
6100000640,2018,20180419,20180419,companyID_0000,KZ,124700
6100000641,2018,20180405,20180405,companyID_0000,KZ,135100
6100000642,2018,20180405,20180405,companyID_0000,KZ,134800
6100000643,2018,20180405,20180405,companyID_0000,KZ,134800
