BELNR,BUZEI,LIFNR,GJAHR,DMBTR,BUKRS,AUGBL,KOART,AUGDT
6100000340,1,vendorID_0040,2018,381051.0,companyID_0000,6100000340,K,20180222
6100000341,1,vendorID_0040,2018,381051.0,companyID_0000,6100000341,K,20180322
6100000342,1,vendorID_0040,2018,381051.0,companyID_0000,6100000342,K,20180426
6100000343,1,vendorID_0040,2018,381051.0,companyID_0000,6100000343,K,20180607
6100000344,1,vendorID_0040,2018,381051.0,companyID_0000,6100000344,K,20180628
6100000345,1,vendorID_0040,2018,381051.0,companyID_0000,6100000345,K,20180726
6100000346,1,vendorID_0040,2018,381051.0,companyID_0000,6100000346,K,20180830
6100000347,1,vendorID_0040,2018,381051.0,companyID_0000,6100000347,K,20180928
6100000348,1,vendorID_0040,2018,381051.0,companyID_0000,6100000348,K,20181026
6100000349,1,vendorID_0040,2018,381051.0,companyID_0000,6100000349,K,20181129
6100000350,1,vendorID_0040,2019,381051.0,companyID_0000,6100000350,K,20190104
6100000351,1,vendorID_0040,2019,381051.0,companyID_0000,6100000351,K,20190110
6100000352,1,vendorID_0040,2018,495366.0,companyID_0000,6100000352,K,20180222
6100000353,1,vendorID_0040,2018,495366.0,companyID_0000,6100000353,K,20180322
6100000354,1,vendorID_0040,2018,495366.0,companyID_0000,6100000354,K,20180426
6100000355,1,vendorID_0040,2018,495366.0,companyID_0000,6100000355,K,20180524
6100000356,1,vendorID_0040,2018,495366.0,companyID_0000,6100000356,K,20180628
6100000357,1,vendorID_0040,2018,495366.0,companyID_0000,6100000357,K,20180726
6100000358,1,vendorID_0040,2018,495366.0,companyID_0000,6100000358,K,20180830
6100000359,1,vendorID_0040,2018,495366.0,companyID_0000,6100000359,K,20180928
6100000360,1,vendorID_0040,2018,495366.0,companyID_0000,6100000360,K,20181101
6100000361,1,vendorID_0040,2018,495366.0,companyID_0000,6100000361,K,20181129
6100000362,1,vendorID_0040,2019,495366.0,companyID_0000,6100000362,K,20190103
6100000363,1,vendorID_0040,2019,495366.0,companyID_0000,6100000363,K,20190110
6100000364,1,vendorID_0040,2018,242487.0,companyID_0000,6100000364,K,20180222
6100000365,1,vendorID_0040,2018,242487.0,companyID_0000,6100000365,K,20180322
6100000366,1,vendorID_0040,2018,242487.0,companyID_0000,6100000366,K,20180426
6100000367,1,vendorID_0040,2018,242487.0,companyID_0000,6100000367,K,20180524
6100000368,1,vendorID_0040,2018,242487.0,companyID_0000,6100000368,K,20180628
6100000369,1,vendorID_0040,2018,242487.0,companyID_0000,6100000369,K,20180726
6100000370,1,vendorID_0040,2018,242487.0,companyID_0000,6100000370,K,20180816
6100000371,1,vendorID_0040,2018,242487.0,companyID_0000,6100000371,K,20181004
6100000372,1,vendorID_0040,2018,242487.0,companyID_0000,6100000372,K,20181026
6100000373,1,vendorID_0040,2019,242487.0,companyID_0000,6100000373,K,20190110
6100000374,1,vendorID_0040,2018,207846.0,companyID_0000,6100000374,K,20180222
6100000375,1,vendorID_0040,2018,207846.0,companyID_0000,6100000375,K,20180322
6100000376,1,vendorID_0040,2018,207846.0,companyID_0000,6100000376,K,20180509
6100000377,1,vendorID_0040,2018,207846.0,companyID_0000,6100000377,K,20180518
6100000378,1,vendorID_0040,2018,207846.0,companyID_0000,6100000378,K,20180703
6100000379,1,vendorID_0040,2018,207846.0,companyID_0000,6100000379,K,20180705
6100000380,1,vendorID_0040,2018,207846.0,companyID_0000,6100000380,K,20180726
6100000381,1,vendorID_0040,2018,207846.0,companyID_0000,6100000381,K,20180816
6100000382,1,vendorID_0040,2018,207846.0,companyID_0000,6100000382,K,20181105
6100000383,1,vendorID_0040,2018,207846.0,companyID_0000,6100000383,K,20181207
6100000384,1,vendorID_0040,2018,346410.0,companyID_0000,6100000384,K,20180222
6100000385,1,vendorID_0040,2018,346410.0,companyID_0000,6100000385,K,20180329
6100000386,1,vendorID_0040,2018,346410.0,companyID_0000,6100000386,K,20180426
6100000387,1,vendorID_0040,2018,346410.0,companyID_0000,6100000387,K,20180524
6100000388,1,vendorID_0040,2018,346410.0,companyID_0000,6100000388,K,20180628
6100000389,1,vendorID_0040,2018,346410.0,companyID_0000,6100000389,K,20180726
6100000390,1,vendorID_0040,2018,346410.0,companyID_0000,6100000390,K,20180816
6100000391,1,vendorID_0040,2018,346410.0,companyID_0000,6100000391,K,20181004
6100000392,1,vendorID_0040,2018,346410.0,companyID_0000,6100000392,K,20181026
6100000393,1,vendorID_0040,2018,346410.0,companyID_0000,6100000393,K,20181129
6100000394,1,vendorID_0040,2019,346410.0,companyID_0000,6100000394,K,20190104
6100000395,1,vendorID_0040,2019,346410.0,companyID_0000,6100000395,K,20190110
6100000396,1,vendorID_0000,2018,83.0,companyID_0000,6100000396,K,20180329
6100000397,1,vendorID_0029,2018,132.0,companyID_0000,6100000397,K,20180308
6100000398,1,vendorID_0028,2018,147.0,companyID_0000,6100000398,K,20180329
6100000399,1,vendorID_0041,2018,51.0,companyID_0000,6100000399,K,20180308
6100000400,1,vendorID_0041,2018,159.0,companyID_0000,6100000400,K,20180308
6100000401,1,vendorID_0042,2018,86.0,companyID_0000,6100000401,K,20180405
6100000402,1,vendorID_0043,2018,5897.0,companyID_0000,6100000402,K,20180420
6100000403,1,vendorID_0043,2018,5897.0,companyID_0000,6100000403,K,20180426
6100000404,1,vendorID_0027,2018,141.0,companyID_0000,6100000404,K,20180329
6100000405,1,vendorID_0027,2018,113.0,companyID_0000,6100000405,K,20180329
6100000406,1,vendorID_0027,2018,121.0,companyID_0000,6100000406,K,20180329
6100000407,1,vendorID_0035,2018,362.0,companyID_0000,6100000407,K,20180322
6100000408,1,vendorID_0044,2018,60.0,companyID_0000,6100000408,K,20180308
6100000409,1,vendorID_0044,2018,60.0,companyID_0000,6100000409,K,20180509
6100000410,1,vendorID_0044,2018,60.0,companyID_0000,6100000410,K,20180705
6100000411,1,vendorID_0045,2018,710.0,companyID_0000,6100000411,K,20180308
6100000412,1,vendorID_0045,2018,124.0,companyID_0000,6100000412,K,20180308
6100000413,1,vendorID_0000,2018,98.0,companyID_0000,6100000413,K,20180329
6100000414,1,vendorID_0000,2018,88.0,companyID_0000,6100000414,K,20180329
6100000415,1,vendorID_0000,2018,65.0,companyID_0000,6100000415,K,20180329
6100000416,1,vendorID_0046,2018,418.0,companyID_0000,6100000416,K,20180223
6100000417,1,vendorID_0027,2018,41.0,companyID_0000,6100000417,K,20180329
6100000418,1,vendorID_0003,2018,40.0,companyID_0000,6100000418,K,20180308
6100000419,1,vendorID_0003,2018,31.0,companyID_0000,6100000419,K,20180308
6100000420,1,vendorID_0021,2018,12834.0,companyID_0000,6100000420,K,20180405
6100000421,1,vendorID_0047,2018,34641.0,companyID_0000,6100000421,K,20180426
6100000422,1,vendorID_0048,2018,967.0,companyID_0000,6100000422,K,20180222
6100000423,1,vendorID_0049,2018,5629.0,companyID_0000,6100000423,K,20180329
6100000424,1,vendorID_0051,2018,5868.0,companyID_0000,6100000424,K,20180412
6100000425,1,vendorID_0027,2018,41.0,companyID_0000,6100000425,K,20180329
6100000426,1,vendorID_0000,2018,103.0,companyID_0000,6100000426,K,20180329
6100000427,1,vendorID_0027,2018,43.0,companyID_0000,6100000427,K,20180329
6100000428,1,vendorID_0052,2018,11353.0,companyID_0000,6100000428,K,20180315
6100000429,1,vendorID_0052,2018,11353.0,companyID_0000,6100000429,K,20181105
6100000430,1,vendorID_0052,2018,11353.0,companyID_0000,6100000430,K,20181129
6100000431,1,vendorID_0048,2018,74.0,companyID_0000,6100000431,K,20180222
6100000432,1,vendorID_0048,2018,102.0,companyID_0000,6100000432,K,20180222
6100000433,1,vendorID_0048,2018,167.0,companyID_0000,6100000433,K,20180222
6100000434,1,vendorID_0003,2018,46.0,companyID_0000,6100000434,K,20180308
6100000435,1,vendorID_0053,2018,7815013.0,companyID_0000,6100000435,K,20180222
6100000436,1,vendorID_0053,2018,7815013.0,companyID_0000,6100000436,K,20180329
6100000437,1,vendorID_0053,2018,7815013.0,companyID_0000,6100000437,K,20180426
6100000438,1,vendorID_0053,2018,7815013.0,companyID_0000,6100000438,K,20180426
6100000439,1,vendorID_0053,2018,7815013.0,companyID_0000,6100000439,K,20180524
6100000440,1,vendorID_0053,2018,7815013.0,companyID_0000,6100000440,K,20180628
6100000441,1,vendorID_0053,2018,7815013.0,companyID_0000,6100000441,K,20180705
6100000442,1,vendorID_0053,2018,7815013.0,companyID_0000,6100000442,K,20180709
6100000443,1,vendorID_0053,2018,7815013.0,companyID_0000,6100000443,K,20180712
6100000444,1,vendorID_0053,2018,7815013.0,companyID_0000,6100000444,K,20180726
6100000445,1,vendorID_0053,2018,7815013.0,companyID_0000,6100000445,K,20180726
6100000446,1,vendorID_0053,2018,7815013.0,companyID_0000,6100000446,K,20180802
6100000447,1,vendorID_0053,2018,7815013.0,companyID_0000,6100000447,K,20180816
6100000448,1,vendorID_0053,2018,7815013.0,companyID_0000,6100000448,K,20180830
6100000449,1,vendorID_0053,2018,7815013.0,companyID_0000,6100000449,K,20180903
6100000450,1,vendorID_0053,2018,7815013.0,companyID_0000,6100000450,K,20180906
6100000451,1,vendorID_0053,2018,7815013.0,companyID_0000,6100000451,K,20180928
6100000452,1,vendorID_0053,2018,7815013.0,companyID_0000,6100000452,K,20180928
6100000453,1,vendorID_0053,2018,7815013.0,companyID_0000,6100000453,K,20181004
6100000454,1,vendorID_0053,2018,7815013.0,companyID_0000,6100000454,K,20181011
6100000455,1,vendorID_0053,2018,7815013.0,companyID_0000,6100000455,K,20181026
6100000456,1,vendorID_0053,2018,7815013.0,companyID_0000,6100000456,K,20181105
6100000457,1,vendorID_0053,2018,7815013.0,companyID_0000,6100000457,K,20181105
6100000458,1,vendorID_0053,2018,7815013.0,companyID_0000,6100000458,K,20181106
6100000459,1,vendorID_0053,2018,7815013.0,companyID_0000,6100000459,K,20181106
6100000460,1,vendorID_0053,2018,7815013.0,companyID_0000,6100000460,K,20181107
6100000461,1,vendorID_0053,2018,7815013.0,companyID_0000,6100000461,K,20181121
6100000462,1,vendorID_0053,2018,7815013.0,companyID_0000,6100000462,K,20181121
6100000463,1,vendorID_0053,2018,7815013.0,companyID_0000,6100000463,K,20181129
6100000464,1,vendorID_0054,2018,19875.0,companyID_0000,6100000464,K,20180426
6100000465,1,vendorID_0019,2018,132664.0,companyID_0000,6100000465,K,20180628
6100000466,1,vendorID_0019,2018,132664.0,companyID_0000,6100000466,K,20180726
6100000467,1,vendorID_0019,2018,132664.0,companyID_0000,6100000467,K,20180830
6100000468,1,vendorID_0019,2018,132664.0,companyID_0000,6100000468,K,20181026
6100000469,1,vendorID_0028,2018,293.0,companyID_0000,6100000469,K,20180329
6100000470,1,vendorID_0029,2018,226.0,companyID_0000,6100000470,K,20180405
6100000471,1,vendorID_0056,2018,53065.0,companyID_0000,6100000471,K,20180308
6100000472,1,vendorID_0057,2018,1160.0,companyID_0000,6100000472,K,20180405
6100000473,1,vendorID_0058,2018,12470.0,companyID_0000,6100000473,K,20180329
6100000474,1,vendorID_0059,2018,34145.0,companyID_0000,6100000474,K,20180208
6100000475,1,vendorID_0060,2018,632.0,companyID_0000,6100000475,K,20180426
6100000476,1,vendorID_0061,2018,24972.0,companyID_0000,6100000476,K,20180308
6100000477,1,vendorID_0029,2018,82.0,companyID_0000,6100000477,K,20180405
6100000478,1,vendorID_0062,2018,242.0,companyID_0000,6100000478,K,20180524
6100000479,1,vendorID_0063,2018,78912.0,companyID_0000,6100000479,K,20180524
6100000480,1,vendorID_0063,2018,78912.0,companyID_0000,6100000480,K,20181026
6100000481,1,vendorID_0063,2018,78912.0,companyID_0000,6100000481,K,20181220
6100000482,1,vendorID_0009,2018,2159297.0,companyID_0000,6100000482,K,20180329
6100000483,1,vendorID_0009,2018,2159297.0,companyID_0000,6100000483,K,20180525
6100000484,1,vendorID_0009,2018,2159297.0,companyID_0000,6100000484,K,20180531
6100000485,1,vendorID_0009,2018,2159297.0,companyID_0000,6100000485,K,20180830
6100000486,1,vendorID_0064,2018,108.0,companyID_0000,6100000486,K,20180405
6100000487,1,vendorID_0064,2018,108.0,companyID_0000,6100000487,K,20181026
6100000488,1,vendorID_0003,2018,11.0,companyID_0000,6100000488,K,20180405
6100000489,1,vendorID_0003,2018,32.0,companyID_0000,6100000489,K,20180405
6100000490,1,vendorID_0003,2018,13.0,companyID_0000,6100000490,K,20180405
6100000491,1,vendorID_0003,2018,9.0,companyID_0000,6100000491,K,20180405
6100000492,1,vendorID_0003,2018,9.0,companyID_0000,6100000492,K,20180405
6100000493,1,vendorID_0003,2018,24.0,companyID_0000,6100000493,K,20180405
6100000494,1,vendorID_0066,2018,54319.0,companyID_0000,6100000494,K,20180405
6100000495,1,vendorID_0066,2018,54319.0,companyID_0000,6100000495,K,20180426
6100000496,1,vendorID_0003,2018,43.0,companyID_0000,6100000496,K,20180405
6100000497,1,vendorID_0003,2018,33.0,companyID_0000,6100000497,K,20180405
6100000498,1,vendorID_0003,2018,31.0,companyID_0000,6100000498,K,20180405
6100000499,1,vendorID_0003,2018,15.0,companyID_0000,6100000499,K,20180405
6100000500,1,vendorID_0003,2018,18.0,companyID_0000,6100000500,K,20180405
6100000501,1,vendorID_0003,2018,47.0,companyID_0000,6100000501,K,20180405
6100000502,1,vendorID_0003,2018,30.0,companyID_0000,6100000502,K,20180405
6100000503,1,vendorID_0003,2018,30.0,companyID_0000,6100000503,K,20180405
6100000504,1,vendorID_0003,2018,24.0,companyID_0000,6100000504,K,20180405
6100000505,1,vendorID_0003,2018,24.0,companyID_0000,6100000505,K,20180405
6100000506,1,vendorID_0003,2018,24.0,companyID_0000,6100000506,K,20180405
6100000507,1,vendorID_0019,2018,52537.0,companyID_0000,6100000507,K,20180426
6100000508,1,vendorID_0019,2018,52537.0,companyID_0000,6100000508,K,20180628
6100000509,1,vendorID_0019,2018,52537.0,companyID_0000,6100000509,K,20180726
6100000510,1,vendorID_0027,2018,379.0,companyID_0000,6100000510,K,20180426
6100000511,1,vendorID_0027,2018,66.0,companyID_0000,6100000511,K,20180524
6100000512,1,vendorID_0027,2018,142.0,companyID_0000,6100000512,K,20180426
6100000513,1,vendorID_0027,2018,142.0,companyID_0000,6100000513,K,20180426
6100000514,1,vendorID_0027,2018,34.0,companyID_0000,6100000514,K,20180426
6100000515,1,vendorID_0029,2018,107.0,companyID_0000,6100000515,K,20180405
6100000516,1,vendorID_0029,2018,247.0,companyID_0000,6100000516,K,20180405
6100000517,1,vendorID_0048,2018,185.0,companyID_0000,6100000517,K,20180315
6100000518,1,vendorID_0048,2018,1039.0,companyID_0000,6100000518,K,20180315
6100000519,1,vendorID_0048,2018,283.0,companyID_0000,6100000519,K,20180315
6100000520,1,vendorID_0028,2018,86.0,companyID_0000,6100000520,K,20180426
6100000521,1,vendorID_0067,2018,13163.0,companyID_0000,6100000521,K,20180405
6100000522,1,vendorID_0007,2018,12384.0,companyID_0000,6100000522,K,20180329
6100000523,1,vendorID_0027,2018,44.0,companyID_0000,6100000523,K,20180426
6100000524,1,vendorID_0027,2018,80.0,companyID_0000,6100000524,K,20180426
6100000525,1,vendorID_0068,2018,85.0,companyID_0000,6100000525,K,20180306
6100000526,1,vendorID_0068,2018,85.0,companyID_0000,6100000526,K,20180315
6100000527,1,vendorID_0068,2018,30.0,companyID_0000,6100000527,K,20180306
6100000528,1,vendorID_0068,2018,30.0,companyID_0000,6100000528,K,20180315
6100000529,1,vendorID_0012,2018,285.0,companyID_0000,6100000529,K,20180315
6100000530,1,vendorID_0011,2018,320.0,companyID_0000,6100000530,K,20180524
6100000531,1,vendorID_0064,2018,29.0,companyID_0000,6100000531,K,20180405
6100000532,1,vendorID_0069,2018,810.0,companyID_0000,6100000532,K,20180628
6100000533,1,vendorID_0069,2018,181.0,companyID_0000,6100000533,K,20180628
6100000534,1,vendorID_0029,2018,46.0,companyID_0000,6100000534,K,20180405
6100000535,1,vendorID_0071,2018,3058.0,companyID_0000,6100000535,K,20180419
6100000536,1,vendorID_0072,2018,282.0,companyID_0000,6100000536,K,20180426
6100000537,1,vendorID_0048,2018,1108.0,companyID_0000,6100000537,K,20180329
6100000538,1,vendorID_0028,2018,62.0,companyID_0000,6100000538,K,20180426
6100000539,1,vendorID_0028,2018,76.0,companyID_0000,6100000539,K,20180426
6100000540,1,vendorID_0028,2018,33.0,companyID_0000,6100000540,K,20180426
6100000541,1,vendorID_0073,2018,5196.0,companyID_0000,6100000541,K,20180509
6100000542,1,vendorID_0027,2018,20.0,companyID_0000,6100000542,K,20180426
6100000543,1,vendorID_0027,2018,526.0,companyID_0000,6100000543,K,20180426
6100000544,1,vendorID_0027,2018,62.0,companyID_0000,6100000544,K,20180426
6100000545,1,vendorID_0074,2018,423.0,companyID_0000,6100000545,K,20180405
6100000546,1,vendorID_0075,2018,67.0,companyID_0000,6100000546,K,20180405
6100000547,1,vendorID_0028,2018,24.0,companyID_0000,6100000547,K,20180426
6100000548,1,vendorID_0029,2018,561.0,companyID_0000,6100000548,K,20180405
6100000549,1,vendorID_0003,2018,82.0,companyID_0000,6100000549,K,20180405
6100000550,1,vendorID_0003,2018,82.0,companyID_0000,6100000550,K,20180405
6100000551,1,vendorID_0003,2018,56.0,companyID_0000,6100000551,K,20180405
6100000552,1,vendorID_0003,2018,56.0,companyID_0000,6100000552,K,20180405
6100000553,1,vendorID_0003,2018,23.0,companyID_0000,6100000553,K,20180405
6100000554,1,vendorID_0003,2018,49.0,companyID_0000,6100000554,K,20180405
6100000555,1,vendorID_0003,2018,19.0,companyID_0000,6100000555,K,20180405
6100000556,1,vendorID_0003,2018,31.0,companyID_0000,6100000556,K,20180405
6100000557,1,vendorID_0003,2018,24.0,companyID_0000,6100000557,K,20180405
6100000558,1,vendorID_0076,2018,3117.0,companyID_0000,6100000558,K,20180405
6100000559,1,vendorID_0077,2018,199.0,companyID_0000,6100000559,K,20180405
6100000560,1,vendorID_0077,2018,55.0,companyID_0000,6100000560,K,20180405
6100000561,1,vendorID_0077,2018,69.0,companyID_0000,6100000561,K,20180405
6100000562,1,vendorID_0077,2018,12.0,companyID_0000,6100000562,K,20180405
6100000563,1,vendorID_0078,2018,3109.0,companyID_0000,6100000563,K,20180405
6100000564,1,vendorID_0079,2018,15.0,companyID_0000,6100000564,K,20180405
6100000565,1,vendorID_0080,2018,389.0,companyID_0000,6100000565,K,20180308
6100000566,1,vendorID_0081,2018,987.0,companyID_0000,6100000566,K,20180313
6100000567,1,vendorID_0081,2018,987.0,companyID_0000,6100000567,K,20180720
6100000568,1,vendorID_0081,2018,987.0,companyID_0000,6100000568,K,20180313
6100000569,1,vendorID_0081,2018,987.0,companyID_0000,6100000569,K,20180720
6100000570,1,vendorID_0081,2018,997.0,companyID_0000,6100000570,K,20180426
6100000571,1,vendorID_0081,2018,997.0,companyID_0000,6100000571,K,20180720
6100000572,1,vendorID_0081,2018,997.0,companyID_0000,6100000572,K,20180426
6100000573,1,vendorID_0082,2018,2039.0,companyID_0000,6100000573,K,20180405
6100000574,1,vendorID_0083,2018,147.0,companyID_0000,6100000574,K,20180405
6100000575,1,vendorID_0003,2018,30.0,companyID_0000,6100000575,K,20180405
6100000576,1,vendorID_0003,2018,54.0,companyID_0000,6100000576,K,20180405
6100000577,1,vendorID_0084,2018,4018.0,companyID_0000,6100000577,K,20180405
6100000578,1,vendorID_0003,2018,39.0,companyID_0000,6100000578,K,20180405
6100000579,1,vendorID_0003,2018,30.0,companyID_0000,6100000579,K,20180405
6100000580,1,vendorID_0085,2018,905.0,companyID_0000,6100000580,K,20180802
6100000581,1,vendorID_0086,2018,1441.0,companyID_0000,6100000581,K,20180524
6100000582,1,vendorID_0048,2018,26.0,companyID_0000,6100000582,K,20180329
6100000583,1,vendorID_0048,2018,675.0,companyID_0000,6100000583,K,20180329
6100000584,1,vendorID_0029,2018,41.0,companyID_0000,6100000584,K,20180405
6100000585,1,vendorID_0029,2018,56.0,companyID_0000,6100000585,K,20180405
6100000586,1,vendorID_0029,2018,101.0,companyID_0000,6100000586,K,20180405
6100000587,1,vendorID_0000,2018,166.0,companyID_0000,6100000587,K,20180426
6100000588,1,vendorID_0000,2018,29.0,companyID_0000,6100000588,K,20180426
6100000589,1,vendorID_0003,2018,44.0,companyID_0000,6100000589,K,20180405
6100000590,1,vendorID_0003,2018,260.0,companyID_0000,6100000590,K,20180405
6100000591,1,vendorID_0003,2018,27.0,companyID_0000,6100000591,K,20180405
6100000592,1,vendorID_0087,2018,746.0,companyID_0000,6100000592,K,20180906
6100000593,1,vendorID_0021,2018,24240.0,companyID_0000,6100000593,K,20180509
6100000594,1,vendorID_0072,2018,111.0,companyID_0000,6100000594,K,20180426
6100000595,1,vendorID_0072,2018,111.0,companyID_0000,6100000595,K,20180803
6100000596,1,vendorID_0072,2018,249.0,companyID_0000,6100000596,K,20180426
6100000597,1,vendorID_0072,2018,249.0,companyID_0000,6100000597,K,20180803
6100000598,1,vendorID_0003,2018,19.0,companyID_0000,6100000598,K,20180405
6100000599,1,vendorID_0003,2018,5.0,companyID_0000,6100000599,K,20180405
6100000600,1,vendorID_0003,2018,2.0,companyID_0000,6100000600,K,20180405
6100000601,1,vendorID_0003,2018,10.0,companyID_0000,6100000601,K,20180405
6100000602,1,vendorID_0011,2018,107.0,companyID_0000,6100000602,K,20180426
6100000603,1,vendorID_0011,2018,187.0,companyID_0000,6100000603,K,20180426
6100000604,1,vendorID_0011,2018,107.0,companyID_0000,6100000604,K,20180426
6100000605,1,vendorID_0011,2018,187.0,companyID_0000,6100000605,K,20180426
6100000606,1,vendorID_0000,2018,207.0,companyID_0000,6100000606,K,20180426
6100000607,1,vendorID_0000,2018,201.0,companyID_0000,6100000607,K,20180426
6100000608,1,vendorID_0080,2018,389.0,companyID_0000,6100000608,K,20180308
6100000609,1,vendorID_0088,2018,644.0,companyID_0000,6100000609,K,20180517
6100000610,1,vendorID_0088,2018,25.0,companyID_0000,6100000610,K,20180517
6100000611,1,vendorID_0027,2018,753.0,companyID_0000,6100000611,K,20180524
6100000612,1,vendorID_0027,2018,63.0,companyID_0000,6100000612,K,20180426
6100000613,1,vendorID_0027,2018,376.0,companyID_0000,6100000613,K,20180705
6100000614,1,vendorID_0029,2018,82.0,companyID_0000,6100000614,K,20180405
6100000615,1,vendorID_0000,2018,137.0,companyID_0000,6100000615,K,20180426
6100000616,1,vendorID_0000,2018,88.0,companyID_0000,6100000616,K,20180426
6100000617,1,vendorID_0000,2018,45.0,companyID_0000,6100000617,K,20180426
6100000618,1,vendorID_0028,2018,214.0,companyID_0000,6100000618,K,20180426
6100000619,1,vendorID_0089,2018,165085.0,companyID_0000,6100000619,K,20180509
6100000620,1,vendorID_0011,2018,320.0,companyID_0000,6100000620,K,20180524
6100000621,1,vendorID_0011,2018,320.0,companyID_0000,6100000621,K,20181129
6100000622,1,vendorID_0000,2018,122.0,companyID_0000,6100000622,K,20180405
6100000623,1,vendorID_0000,2018,122.0,companyID_0000,6100000623,K,20180426
6100000624,1,vendorID_0017,2018,24248.0,companyID_0000,6100000624,K,20180524
6100000625,1,vendorID_0017,2018,24248.0,companyID_0000,6100000625,K,20180628
6100000626,1,vendorID_0017,2018,24248.0,companyID_0000,6100000626,K,20180726
6100000627,1,vendorID_0017,2018,24248.0,companyID_0000,6100000627,K,20181004
6100000628,1,vendorID_0017,2018,24248.0,companyID_0000,6100000628,K,20181011
6100000629,1,vendorID_0017,2018,24248.0,companyID_0000,6100000629,K,20181122
6100000630,1,vendorID_0017,2018,24248.0,companyID_0000,6100000630,K,20181129
6100000631,1,vendorID_0088,2018,41.0,companyID_0000,6100000631,K,20180719
6100000632,1,vendorID_0026,2018,10115.0,companyID_0000,6100000632,K,20180426
6100000633,1,vendorID_0027,2018,226.0,companyID_0000,6100000633,K,20180426
6100000634,1,vendorID_0028,2018,183.0,companyID_0000,6100000634,K,20180426
6100000635,1,vendorID_0058,2018,896.0,companyID_0000,6100000635,K,20180329
6100000636,1,vendorID_0052,2018,13847.0,companyID_0000,6100000636,K,20180315
6100000637,1,vendorID_0052,2018,13847.0,companyID_0000,6100000637,K,20181105
6100000638,1,vendorID_0052,2018,13847.0,companyID_0000,6100000638,K,20181129
6100000639,1,vendorID_0011,2018,267.0,companyID_0000,6100000639,K,20180426
6100000640,1,vendorID_0092,2018,155.0,companyID_0000,6100000640,K,20180419
6100000641,1,vendorID_0064,2018,33.0,companyID_0000,6100000641,K,20180405
6100000642,1,vendorID_0029,2018,78.0,companyID_0000,6100000642,K,20180405
6100000643,1,vendorID_0029,2018,303.0,companyID_0000,6100000643,K,20180405
