BELNR,WRBTR,BUZEI,EBELP,GJAHR,EBELN
5100000611,166.0,1,00001,2018,2000000168
5100000612,29.0,1,00002,2018,2000000168
5100000613,44.0,1,00001,2018,2000000169
5100000614,260.0,1,00002,2018,2000000169
5100000615,27.0,1,00003,2018,2000000169
5100000616,746.0,1,00001,2018,2000000170
5100000617,24240.0,1,00001,2018,2000000171
5100000618,111.0,1,00001,2018,2000000172
5100000619,249.0,1,00002,2018,2000000172
5100000620,19.0,1,00001,2018,2000000173
5100000621,5.0,1,00002,2018,2000000173
5100000622,2.0,1,00003,2018,2000000173
5100000623,10.0,1,00004,2018,2000000173
5100000624,107.0,1,00003,2018,2000000174
5100000625,187.0,1,00004,2018,2000000174
5100000626,107.0,1,00005,2018,2000000174
5100000627,187.0,1,00006,2018,2000000174
5100000628,207.0,1,00001,2018,2000000175
5100000629,201.0,1,00002,2018,2000000175
5100000630,389.0,1,00001,2018,2000000176
5100000631,644.0,1,00001,2018,2000000177
5100000632,25.0,1,00002,2018,2000000177
5100000633,753.0,1,00001,2018,2000000178
5100000634,753.0,1,00001,2018,2000000178
5100000635,63.0,1,00002,2018,2000000178
5100000636,376.0,1,00003,2018,2000000178
5100000637,82.0,1,00001,2018,2000000179
5100000638,137.0,1,00001,2018,2000000180
5100000639,88.0,1,00002,2018,2000000180
5100000640,45.0,1,00003,2018,2000000180
5100000641,214.0,1,00001,2018,2000000181
5100000642,165085.0,1,00001,2018,2000000182
5100000643,320.0,1,00001,2018,2000000184
5100000644,122.0,1,00001,2018,2000000185
5100000645,24248.0,1,00001,2018,2000000186
5100000646,24248.0,1,00001,2018,2000000186
5100000647,24248.0,1,00001,2018,2000000186
5100000648,24248.0,1,00001,2018,2000000186
5100000649,24248.0,1,00001,2018,2000000186
5100000650,24248.0,1,00001,2018,2000000186
5100000651,24248.0,1,00001,2018,2000000186
5100000652,41.0,1,00001,2018,2000000187
5100000653,10115.0,1,00001,2018,2000000188
5100000654,226.0,1,00001,2018,2000000189
5100000655,183.0,1,00001,2018,2000000190
5100000656,896.0,1,00001,2018,2000000191
5100000657,13847.0,1,00001,2018,2000000193
5100000658,13847.0,1,00001,2018,2000000193
5100000659,267.0,1,00001,2018,2000000194
5100000660,155.0,1,00001,2018,2000000195
5100000661,33.0,1,00001,2018,2000000196
5100000662,78.0,1,00001,2018,2000000197
5100000663,303.0,1,00002,2018,2000000197
