CHNGIND,CHANGENR,VALUE_NEW,TABNAME,FNAME
U,0000000439,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000440,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000441,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000442,SRM: Ordered,EBAN,SRM_STATUS
U,0000000443,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000000444,00001,EKPO,EBELP
U,0000000445,Vendor creates debit memo,EKPO,UNMAPPED_ACTIVITY
U,0000000446,Vendor creates debit memo,EKPO,UNMAPPED_ACTIVITY
U,0000000447,Cancel Invoice Receipt,EKPO,UNMAPPED_ACTIVITY
U,0000000448,Cancel Invoice Receipt,EKPO,UNMAPPED_ACTIVITY
U,0000000449,SRM: Created,EBAN,SRM_STATUS
U,0000000450,SRM: Complete,EBAN,SRM_STATUS
U,0000000451,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000452,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000453,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000454,SRM: Ordered,EBAN,SRM_STATUS
U,0000000455,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000000456,00001,EKPO,EBELP
U,0000000457,SRM: Created,EBAN,SRM_STATUS
U,0000000458,SRM: Complete,EBAN,SRM_STATUS
U,0000000459,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000460,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000461,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000462,SRM: Ordered,EBAN,SRM_STATUS
U,0000000463,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000000464,00002,EKPO,EBELP
U,0000000465,SRM: Created,EBAN,SRM_STATUS
U,0000000466,SRM: Complete,EBAN,SRM_STATUS
U,0000000467,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000468,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000469,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000470,SRM: Ordered,EBAN,SRM_STATUS
U,0000000471,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000000472,00003,EKPO,EBELP
U,0000000473,SRM: Created,EBAN,SRM_STATUS
U,0000000474,SRM: Complete,EBAN,SRM_STATUS
U,0000000475,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000476,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000477,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000478,SRM: Ordered,EBAN,SRM_STATUS
I,0000000479,00001,EKPO,EBELP
U,0000000480,SRM: Change was Transmitted,EBAN,SRM_STATUS
U,0000000481,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000482,Change Price,EKPO,UNMAPPED_ACTIVITY
U,0000000483,SRM: Created,EBAN,SRM_STATUS
U,0000000484,SRM: Complete,EBAN,SRM_STATUS
U,0000000485,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000486,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000487,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000488,SRM: Ordered,EBAN,SRM_STATUS
U,0000000489,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000000490,00001,EKPO,EBELP
U,0000000491,SRM: Created,EBAN,SRM_STATUS
U,0000000492,SRM: Complete,EBAN,SRM_STATUS
U,0000000493,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000494,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000495,SRM: Ordered,EBAN,SRM_STATUS
U,0000000496,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000497,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000000498,00001,EKPO,EBELP
U,0000000499,SRM: Created,EBAN,SRM_STATUS
U,0000000500,SRM: Complete,EBAN,SRM_STATUS
U,0000000501,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000502,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000503,SRM: Ordered,EBAN,SRM_STATUS
U,0000000504,SRM: Change was Transmitted,EBAN,SRM_STATUS
U,0000000505,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
I,0000000506,00001,EKPO,EBELP
U,0000000507,SRM: Created,EBAN,SRM_STATUS
U,0000000508,SRM: Complete,EBAN,SRM_STATUS
U,0000000509,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000510,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000511,SRM: Ordered,EBAN,SRM_STATUS
U,0000000512,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000513,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000000514,00001,EKPO,EBELP
U,0000000515,SRM: Created,EBAN,SRM_STATUS
U,0000000516,SRM: Complete,EBAN,SRM_STATUS
U,0000000517,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000518,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000519,SRM: Ordered,EBAN,SRM_STATUS
U,0000000520,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000521,SRM: Deleted,EBAN,SRM_STATUS
U,0000000522,Change Price,EKPO,UNMAPPED_ACTIVITY
U,0000000523,SRM: Created,EBAN,SRM_STATUS
U,0000000524,SRM: Complete,EBAN,SRM_STATUS
U,0000000525,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000526,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000527,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000528,SRM: Ordered,EBAN,SRM_STATUS
I,0000000529,00001,EKPO,EBELP
U,0000000530,SRM: Change was Transmitted,EBAN,SRM_STATUS
U,0000000531,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000532,SRM: Transfer Failed (E.Sys.),EBAN,SRM_STATUS
U,0000000533,SRM: Created,EBAN,SRM_STATUS
U,0000000534,SRM: Complete,EBAN,SRM_STATUS
U,0000000535,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000536,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000537,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000538,SRM: Ordered,EBAN,SRM_STATUS
U,0000000539,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000000540,00001,EKPO,EBELP
U,0000000541,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000542,SRM: Transfer Failed (E.Sys.),EBAN,SRM_STATUS
U,0000000543,SRM: Created,EBAN,SRM_STATUS
U,0000000544,SRM: Complete,EBAN,SRM_STATUS
U,0000000545,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000546,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000547,SRM: Ordered,EBAN,SRM_STATUS
U,0000000548,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000549,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000000550,00001,EKPO,EBELP
U,0000000551,SRM: Created,EBAN,SRM_STATUS
U,0000000552,SRM: Complete,EBAN,SRM_STATUS
U,0000000553,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000554,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000555,SRM: Ordered,EBAN,SRM_STATUS
U,0000000556,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000557,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000000558,00002,EKPO,EBELP
U,0000000559,SRM: Created,EBAN,SRM_STATUS
U,0000000560,SRM: Complete,EBAN,SRM_STATUS
U,0000000561,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000562,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000563,SRM: Ordered,EBAN,SRM_STATUS
U,0000000564,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000565,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000000566,00003,EKPO,EBELP
U,0000000567,SRM: Created,EBAN,SRM_STATUS
U,0000000568,SRM: Complete,EBAN,SRM_STATUS
U,0000000569,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000570,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000571,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000572,SRM: Ordered,EBAN,SRM_STATUS
U,0000000573,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000000574,00001,EKPO,EBELP
U,0000000575,SRM: Created,EBAN,SRM_STATUS
U,0000000576,SRM: Complete,EBAN,SRM_STATUS
U,0000000577,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000578,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000579,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000580,SRM: Ordered,EBAN,SRM_STATUS
U,0000000581,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000000582,00001,EKPO,EBELP
U,0000000583,SRM: Created,EBAN,SRM_STATUS
U,0000000584,SRM: Complete,EBAN,SRM_STATUS
U,0000000585,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000586,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000587,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000588,SRM: Ordered,EBAN,SRM_STATUS
U,0000000589,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000000590,00002,EKPO,EBELP
U,0000000591,SRM: Created,EBAN,SRM_STATUS
U,0000000592,SRM: Complete,EBAN,SRM_STATUS
U,0000000593,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000594,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000595,SRM: Ordered,EBAN,SRM_STATUS
U,0000000596,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000597,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000000598,00001,EKPO,EBELP
U,0000000599,SRM: Created,EBAN,SRM_STATUS
U,0000000600,SRM: Complete,EBAN,SRM_STATUS
U,0000000601,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000602,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000603,SRM: Ordered,EBAN,SRM_STATUS
U,0000000604,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000605,SRM: Deleted,EBAN,SRM_STATUS
U,0000000606,SRM: Created,EBAN,SRM_STATUS
U,0000000607,SRM: Complete,EBAN,SRM_STATUS
U,0000000608,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000609,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000610,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000611,SRM: Ordered,EBAN,SRM_STATUS
I,0000000612,00001,EKPO,EBELP
U,0000000613,SRM: Change was Transmitted,EBAN,SRM_STATUS
U,0000000614,SRM: Created,EBAN,SRM_STATUS
U,0000000615,SRM: Complete,EBAN,SRM_STATUS
U,0000000616,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000617,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000618,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000619,SRM: Ordered,EBAN,SRM_STATUS
U,0000000620,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000000621,00001,EKPO,EBELP
U,0000000622,SRM: Created,EBAN,SRM_STATUS
U,0000000623,SRM: Complete,EBAN,SRM_STATUS
U,0000000624,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000625,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000626,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000627,SRM: Ordered,EBAN,SRM_STATUS
U,0000000628,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000000629,00001,EKPO,EBELP
U,0000000630,SRM: Created,EBAN,SRM_STATUS
U,0000000631,SRM: Complete,EBAN,SRM_STATUS
U,0000000632,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000633,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000634,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000635,SRM: Ordered,EBAN,SRM_STATUS
U,0000000636,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000000637,00001,EKPO,EBELP
U,0000000638,SRM: Created,EBAN,SRM_STATUS
U,0000000639,SRM: Complete,EBAN,SRM_STATUS
U,0000000640,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000641,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000642,SRM: Ordered,EBAN,SRM_STATUS
U,0000000643,SRM: Change was Transmitted,EBAN,SRM_STATUS
U,0000000644,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
I,0000000645,00001,EKPO,EBELP
U,0000000646,SRM: Created,EBAN,SRM_STATUS
U,0000000647,SRM: Complete,EBAN,SRM_STATUS
U,0000000648,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000649,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000650,SRM: Ordered,EBAN,SRM_STATUS
U,0000000651,SRM: Change was Transmitted,EBAN,SRM_STATUS
U,0000000652,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
I,0000000653,00002,EKPO,EBELP
U,0000000654,SRM: Created,EBAN,SRM_STATUS
U,0000000655,SRM: Complete,EBAN,SRM_STATUS
U,0000000656,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000657,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000658,SRM: Ordered,EBAN,SRM_STATUS
U,0000000659,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
I,0000000660,00001,EKPO,EBELP
U,0000000661,SRM: Change was Transmitted,EBAN,SRM_STATUS
U,0000000662,SRM: Created,EBAN,SRM_STATUS
U,0000000663,SRM: Complete,EBAN,SRM_STATUS
U,0000000664,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000665,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000666,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000667,SRM: Ordered,EBAN,SRM_STATUS
U,0000000668,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000000669,00001,EKPO,EBELP
U,0000000670,Vendor creates debit memo,EKPO,UNMAPPED_ACTIVITY
U,0000000671,Remove Payment Block,EKPO,UNMAPPED_ACTIVITY
U,0000000672,Cancel Invoice Receipt,EKPO,UNMAPPED_ACTIVITY
U,0000000673,Remove Payment Block,EKPO,UNMAPPED_ACTIVITY
U,0000000674,Remove Payment Block,EKPO,UNMAPPED_ACTIVITY
U,0000000675,Vendor creates debit memo,EKPO,UNMAPPED_ACTIVITY
U,0000000676,Vendor creates debit memo,EKPO,UNMAPPED_ACTIVITY
U,0000000677,Cancel Invoice Receipt,EKPO,UNMAPPED_ACTIVITY
U,0000000678,Cancel Invoice Receipt,EKPO,UNMAPPED_ACTIVITY
U,0000000679,Cancel Invoice Receipt,EKPO,UNMAPPED_ACTIVITY
U,0000000680,Cancel Invoice Receipt,EKPO,UNMAPPED_ACTIVITY
U,0000000681,Remove Payment Block,EKPO,UNMAPPED_ACTIVITY
U,0000000682,Remove Payment Block,EKPO,UNMAPPED_ACTIVITY
U,0000000683,Cancel Invoice Receipt,EKPO,UNMAPPED_ACTIVITY
U,0000000684,Remove Payment Block,EKPO,UNMAPPED_ACTIVITY
U,0000000685,Remove Payment Block,EKPO,UNMAPPED_ACTIVITY
U,0000000686,Remove Payment Block,EKPO,UNMAPPED_ACTIVITY
U,0000000687,Remove Payment Block,EKPO,UNMAPPED_ACTIVITY
U,0000000688,SRM: Created,EBAN,SRM_STATUS
U,0000000689,SRM: Complete,EBAN,SRM_STATUS
U,0000000690,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000691,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000692,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000693,SRM: Ordered,EBAN,SRM_STATUS
U,0000000694,SRM: Deleted,EBAN,SRM_STATUS
U,0000000695,Remove Payment Block,EKPO,UNMAPPED_ACTIVITY
U,0000000696,Remove Payment Block,EKPO,UNMAPPED_ACTIVITY
U,0000000697,SRM: Created,EBAN,SRM_STATUS
U,0000000698,SRM: Complete,EBAN,SRM_STATUS
U,0000000699,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000700,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000701,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000702,SRM: Ordered,EBAN,SRM_STATUS
U,0000000703,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000000704,00001,EKPO,EBELP
U,0000000705,SRM: Created,EBAN,SRM_STATUS
U,0000000706,SRM: Complete,EBAN,SRM_STATUS
U,0000000707,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000708,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000709,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000710,SRM: Ordered,EBAN,SRM_STATUS
U,0000000711,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000000712,00001,EKPO,EBELP
U,0000000713,SRM: Created,EBAN,SRM_STATUS
U,0000000714,SRM: Complete,EBAN,SRM_STATUS
U,0000000715,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000716,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000717,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000718,SRM: Ordered,EBAN,SRM_STATUS
U,0000000719,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000000720,00001,EKPO,EBELP
U,0000000721,SRM: Created,EBAN,SRM_STATUS
U,0000000722,SRM: Complete,EBAN,SRM_STATUS
U,0000000723,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000724,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000725,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000726,SRM: Ordered,EBAN,SRM_STATUS
U,0000000727,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000000728,00001,EKPO,EBELP
U,0000000729,SRM: Created,EBAN,SRM_STATUS
U,0000000730,SRM: Complete,EBAN,SRM_STATUS
U,0000000731,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000732,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000733,SRM: Ordered,EBAN,SRM_STATUS
U,0000000734,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
I,0000000735,00001,EKPO,EBELP
U,0000000736,SRM: Change was Transmitted,EBAN,SRM_STATUS
U,0000000737,SRM: Created,EBAN,SRM_STATUS
U,0000000738,SRM: Complete,EBAN,SRM_STATUS
U,0000000739,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000740,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000741,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000742,SRM: Ordered,EBAN,SRM_STATUS
U,0000000743,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000000744,00001,EKPO,EBELP
U,0000000745,SRM: Created,EBAN,SRM_STATUS
U,0000000746,SRM: Complete,EBAN,SRM_STATUS
U,0000000747,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000748,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000749,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000750,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000751,SRM: Ordered,EBAN,SRM_STATUS
U,0000000752,SRM: Deleted,EBAN,SRM_STATUS
U,0000000753,Delete Purchase Order Item,EKPO,UNMAPPED_ACTIVITY
U,0000000754,SRM: Transaction Completed,EBAN,SRM_STATUS
U,0000000755,SRM: Created,EBAN,SRM_STATUS
U,0000000756,SRM: Complete,EBAN,SRM_STATUS
U,0000000757,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000758,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000759,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000760,SRM: Ordered,EBAN,SRM_STATUS
U,0000000761,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000000762,00001,EKPO,EBELP
U,0000000763,Remove Payment Block,EKPO,UNMAPPED_ACTIVITY
U,0000000764,SRM: Created,EBAN,SRM_STATUS
U,0000000765,SRM: Complete,EBAN,SRM_STATUS
U,0000000766,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000767,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000768,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000769,SRM: Ordered,EBAN,SRM_STATUS
U,0000000770,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000000771,00002,EKPO,EBELP
U,0000000772,SRM: Created,EBAN,SRM_STATUS
U,0000000773,SRM: Complete,EBAN,SRM_STATUS
U,0000000774,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000775,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000776,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000777,SRM: Ordered,EBAN,SRM_STATUS
U,0000000778,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000000779,00003,EKPO,EBELP
U,0000000780,Remove Payment Block,EKPO,UNMAPPED_ACTIVITY
U,0000000781,SRM: Created,EBAN,SRM_STATUS
U,0000000782,SRM: Complete,EBAN,SRM_STATUS
U,0000000783,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000784,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000785,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000786,SRM: Ordered,EBAN,SRM_STATUS
U,0000000787,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000000788,00004,EKPO,EBELP
U,0000000789,Remove Payment Block,EKPO,UNMAPPED_ACTIVITY
U,0000000790,SRM: Created,EBAN,SRM_STATUS
U,0000000791,SRM: Complete,EBAN,SRM_STATUS
U,0000000792,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000793,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000794,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000795,SRM: Ordered,EBAN,SRM_STATUS
I,0000000796,00001,EKPO,EBELP
U,0000000797,SRM: Change was Transmitted,EBAN,SRM_STATUS
U,0000000798,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000799,SRM: Created,EBAN,SRM_STATUS
U,0000000800,SRM: Complete,EBAN,SRM_STATUS
U,0000000801,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000802,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000803,SRM: Ordered,EBAN,SRM_STATUS
U,0000000804,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000805,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000000806,00001,EKPO,EBELP
U,0000000807,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000808,SRM: Created,EBAN,SRM_STATUS
U,0000000809,SRM: Complete,EBAN,SRM_STATUS
U,0000000810,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000811,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000812,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000813,SRM: Ordered,EBAN,SRM_STATUS
U,0000000814,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000000815,00001,EKPO,EBELP
U,0000000816,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000817,SRM: Created,EBAN,SRM_STATUS
U,0000000818,SRM: Complete,EBAN,SRM_STATUS
U,0000000819,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000820,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000821,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000822,SRM: Ordered,EBAN,SRM_STATUS
U,0000000823,SRM: Deleted,EBAN,SRM_STATUS
U,0000000824,Change Price,EKPO,UNMAPPED_ACTIVITY
U,0000000825,SRM: Created,EBAN,SRM_STATUS
U,0000000826,SRM: Complete,EBAN,SRM_STATUS
U,0000000827,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000828,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000829,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000830,SRM: Ordered,EBAN,SRM_STATUS
I,0000000831,00001,EKPO,EBELP
U,0000000832,SRM: Change was Transmitted,EBAN,SRM_STATUS
U,0000000833,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000834,SRM: Created,EBAN,SRM_STATUS
U,0000000835,SRM: Complete,EBAN,SRM_STATUS
U,0000000836,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000837,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000838,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000839,SRM: Ordered,EBAN,SRM_STATUS
U,0000000840,SRM: Deleted,EBAN,SRM_STATUS
U,0000000841,Change Price,EKPO,UNMAPPED_ACTIVITY
U,0000000842,SRM: Created,EBAN,SRM_STATUS
U,0000000843,SRM: Complete,EBAN,SRM_STATUS
U,0000000844,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000845,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000846,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000847,SRM: Ordered,EBAN,SRM_STATUS
U,0000000848,SRM: Deleted,EBAN,SRM_STATUS
U,0000000849,Change Price,EKPO,UNMAPPED_ACTIVITY
U,0000000850,SRM: Created,EBAN,SRM_STATUS
U,0000000851,SRM: Complete,EBAN,SRM_STATUS
U,0000000852,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000853,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000854,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000855,SRM: Ordered,EBAN,SRM_STATUS
U,0000000856,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000000857,00001,EKPO,EBELP
U,0000000858,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000859,SRM: Created,EBAN,SRM_STATUS
U,0000000860,SRM: Complete,EBAN,SRM_STATUS
U,0000000861,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000862,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000863,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000864,SRM: Ordered,EBAN,SRM_STATUS
U,0000000865,SRM: Deleted,EBAN,SRM_STATUS
U,0000000866,Change Price,EKPO,UNMAPPED_ACTIVITY
U,0000000867,SRM: Created,EBAN,SRM_STATUS
U,0000000868,SRM: Complete,EBAN,SRM_STATUS
U,0000000869,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000870,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000871,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000872,SRM: Ordered,EBAN,SRM_STATUS
U,0000000873,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000000874,00001,EKPO,EBELP
U,0000000875,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000000876,SRM: Created,EBAN,SRM_STATUS
U,0000000877,SRM: Complete,EBAN,SRM_STATUS
U,0000000878,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000000879,SRM: Document Completed,EBAN,SRM_STATUS
U,0000000880,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
