user,cumulative_net_worth_eur,case_id,timestamp,activity
batch_00,63.0,2000000037_00003,2018-01-16T14:39:00.000Z,SRM: Change was Transmitted
user_000,63.0,2000000037_00003,2018-01-16T14:39:00.000Z,Create Purchase Order Item
NONE,63.0,2000000037_00003,2018-01-18T22:59:00.000Z,Vendor creates invoice
user_000,63.0,2000000037_00003,2018-01-22T11:44:00.000Z,Record Goods Receipt
batch_00,63.0,2000000037_00003,2018-02-08T08:53:00.000Z,Record Invoice Receipt
user_002,63.0,2000000037_00003,2018-03-29T13:06:00.000Z,Clear Invoice
batch_00,57.0,2000000038_00001,2018-01-16T13:39:00.000Z,SRM: Created
batch_00,57.0,2000000038_00001,2018-01-16T14:39:00.000Z,SRM: Complete
batch_00,57.0,2000000038_00001,2018-01-16T14:39:00.000Z,SRM: Awaiting Approval
batch_00,57.0,2000000038_00001,2018-01-16T14:39:00.000Z,SRM: Document Completed
batch_00,57.0,2000000038_00001,2018-01-16T14:39:00.000Z,SRM: In Transfer to Execution Syst.
batch_00,57.0,2000000038_00001,2018-01-16T14:39:00.000Z,SRM: Ordered
batch_00,57.0,2000000038_00001,2018-01-16T14:39:00.000Z,SRM: Change was Transmitted
user_000,57.0,2000000038_00001,2018-01-16T14:39:00.000Z,Create Purchase Order Item
NONE,57.0,2000000038_00001,2018-01-17T22:59:00.000Z,Vendor creates invoice
user_000,57.0,2000000038_00001,2018-01-22T11:45:00.000Z,Record Goods Receipt
user_001,57.0,2000000038_00001,2018-03-09T16:07:00.000Z,Record Invoice Receipt
user_002,57.0,2000000038_00001,2018-03-29T13:07:00.000Z,Clear Invoice
batch_00,428.0,2000000039_00001,2018-01-16T15:40:00.000Z,SRM: Created
batch_00,428.0,2000000039_00001,2018-01-16T16:40:00.000Z,SRM: Complete
batch_00,428.0,2000000039_00001,2018-01-16T16:40:00.000Z,SRM: Awaiting Approval
batch_00,428.0,2000000039_00001,2018-01-16T16:40:00.000Z,SRM: Document Completed
batch_00,428.0,2000000039_00001,2018-01-16T16:40:00.000Z,SRM: In Transfer to Execution Syst.
batch_00,428.0,2000000039_00001,2018-01-16T16:40:00.000Z,SRM: Ordered
batch_00,428.0,2000000039_00001,2018-01-16T16:40:00.000Z,SRM: Change was Transmitted
user_000,428.0,2000000039_00001,2018-01-16T16:40:00.000Z,Create Purchase Order Item
NONE,428.0,2000000039_00001,2018-01-17T22:59:00.000Z,Vendor creates invoice
user_000,428.0,2000000039_00001,2018-01-22T11:46:00.000Z,Record Goods Receipt
user_001,428.0,2000000039_00001,2018-01-23T15:37:00.000Z,Record Invoice Receipt
user_005,428.0,2000000039_00001,2018-03-08T12:20:00.000Z,Clear Invoice
batch_00,127.0,2000000039_00002,2018-01-16T15:40:00.000Z,SRM: Created
batch_00,127.0,2000000039_00002,2018-01-16T16:40:00.000Z,SRM: Complete
batch_00,127.0,2000000039_00002,2018-01-16T16:40:00.000Z,SRM: Awaiting Approval
batch_00,127.0,2000000039_00002,2018-01-16T16:40:00.000Z,SRM: Document Completed
batch_00,127.0,2000000039_00002,2018-01-16T16:40:00.000Z,SRM: In Transfer to Execution Syst.
batch_00,127.0,2000000039_00002,2018-01-16T16:40:00.000Z,SRM: Ordered
batch_00,127.0,2000000039_00002,2018-01-16T16:40:00.000Z,SRM: Change was Transmitted
user_000,127.0,2000000039_00002,2018-01-16T16:40:00.000Z,Create Purchase Order Item
NONE,127.0,2000000039_00002,2018-01-17T22:59:00.000Z,Vendor creates invoice
user_000,127.0,2000000039_00002,2018-01-22T11:46:00.000Z,Record Goods Receipt
user_001,127.0,2000000039_00002,2018-01-23T15:37:00.000Z,Record Invoice Receipt
user_005,127.0,2000000039_00002,2018-03-08T12:20:00.000Z,Clear Invoice
batch_00,3464.0,2000000040_00001,2018-01-16T15:41:00.000Z,SRM: Created
batch_00,3464.0,2000000040_00001,2018-01-16T16:41:00.000Z,SRM: Complete
batch_00,3464.0,2000000040_00001,2018-01-16T16:41:00.000Z,SRM: Awaiting Approval
batch_00,3464.0,2000000040_00001,2018-01-16T16:41:00.000Z,SRM: Document Completed
batch_00,3464.0,2000000040_00001,2018-01-16T16:41:00.000Z,SRM: Ordered
batch_00,3464.0,2000000040_00001,2018-01-16T16:41:00.000Z,SRM: In Transfer to Execution Syst.
batch_00,3464.0,2000000040_00001,2018-01-16T16:41:00.000Z,SRM: Change was Transmitted
user_000,3464.0,2000000040_00001,2018-01-16T16:41:00.000Z,Create Purchase Order Item
NONE,3464.0,2000000040_00001,2018-01-20T22:59:00.000Z,Vendor creates invoice
user_000,3464.0,2000000040_00001,2018-03-27T13:08:00.000Z,Record Goods Receipt
NONE,3464.0,2000000040_00001,2018-03-27T13:08:00.000Z,Record Service Entry Sheet
user_006,3464.0,2000000040_00001,2018-04-03T04:06:00.000Z,Record Invoice Receipt
NONE,3464.0,2000000040_00001,2018-04-03T21:59:00.000Z,Vendor creates invoice
user_002,3464.0,2000000040_00001,2018-04-05T13:49:00.000Z,Clear Invoice
NONE,3464.0,2000000040_00001,2018-07-03T21:59:00.000Z,Vendor creates invoice
user_000,3464.0,2000000040_00001,2018-07-10T11:17:00.000Z,Record Goods Receipt
NONE,3464.0,2000000040_00001,2018-07-10T11:17:00.000Z,Record Service Entry Sheet
user_000,3464.0,2000000040_00001,2018-07-10T11:25:00.000Z,Record Goods Receipt
NONE,3464.0,2000000040_00001,2018-07-10T11:25:00.000Z,Record Service Entry Sheet
user_001,3464.0,2000000040_00001,2018-07-25T07:18:00.000Z,Record Invoice Receipt
user_012,3464.0,2000000040_00001,2018-08-21T10:56:00.000Z,Record Invoice Receipt
user_002,3464.0,2000000040_00001,2018-08-23T11:39:00.000Z,Clear Invoice
user_002,3464.0,2000000040_00001,2018-08-23T11:39:00.000Z,Clear Invoice
user_021,3464.0,2000000040_00001,2018-12-21T05:47:00.000Z,SRM: Created
user_021,3464.0,2000000040_00001,2018-12-21T06:50:00.000Z,SRM: Complete
user_021,3464.0,2000000040_00001,2018-12-21T06:50:00.000Z,SRM: Awaiting Approval
user_021,3464.0,2000000040_00001,2018-12-21T06:50:00.000Z,SRM: Document Completed
batch_00,3464.0,2000000040_00001,2018-12-21T08:13:00.000Z,SRM: Ordered
batch_00,3464.0,2000000040_00001,2018-12-21T08:13:00.000Z,SRM: In Transfer to Execution Syst.
batch_00,3464.0,2000000040_00001,2018-12-21T08:13:00.000Z,SRM: Deleted
user_000,3464.0,2000000040_00001,2019-01-09T14:08:00.000Z,Record Goods Receipt
NONE,3464.0,2000000040_00001,2019-01-09T14:08:00.000Z,Record Service Entry Sheet
batch_00,260.0,2000000041_00001,2018-01-16T15:41:00.000Z,SRM: Created
batch_00,260.0,2000000041_00001,2018-01-16T16:41:00.000Z,SRM: Complete
batch_00,260.0,2000000041_00001,2018-01-16T16:41:00.000Z,SRM: Awaiting Approval
batch_00,260.0,2000000041_00001,2018-01-16T16:41:00.000Z,SRM: Document Completed
batch_00,260.0,2000000041_00001,2018-01-16T16:41:00.000Z,SRM: In Transfer to Execution Syst.
batch_00,260.0,2000000041_00001,2018-01-16T16:41:00.000Z,SRM: Ordered
user_000,260.0,2000000041_00001,2018-01-16T16:41:00.000Z,Create Purchase Order Item
batch_00,260.0,2000000041_00001,2018-01-16T16:41:00.000Z,SRM: Change was Transmitted
NONE,260.0,2000000041_00001,2018-01-18T22:59:00.000Z,Vendor creates invoice
user_000,260.0,2000000041_00001,2018-01-23T11:53:00.000Z,Record Goods Receipt
NONE,260.0,2000000041_00001,2018-01-23T11:53:00.000Z,Record Service Entry Sheet
user_001,260.0,2000000041_00001,2018-02-01T15:09:00.000Z,Record Invoice Receipt
user_002,260.0,2000000041_00001,2018-02-08T13:44:00.000Z,Clear Invoice
batch_00,45.0,2000000042_00001,2018-01-16T15:41:00.000Z,SRM: Created
batch_00,45.0,2000000042_00001,2018-01-16T16:41:00.000Z,SRM: Complete
batch_00,45.0,2000000042_00001,2018-01-16T16:41:00.000Z,SRM: Awaiting Approval
batch_00,45.0,2000000042_00001,2018-01-16T16:41:00.000Z,SRM: Document Completed
batch_00,45.0,2000000042_00001,2018-01-16T16:41:00.000Z,SRM: In Transfer to Execution Syst.
batch_00,45.0,2000000042_00001,2018-01-16T16:41:00.000Z,SRM: Ordered
batch_00,45.0,2000000042_00001,2018-01-16T16:41:00.000Z,SRM: Change was Transmitted
user_000,45.0,2000000042_00001,2018-01-16T16:41:00.000Z,Create Purchase Order Item
NONE,45.0,2000000042_00001,2018-01-18T22:59:00.000Z,Vendor creates invoice
user_000,45.0,2000000042_00001,2018-01-23T11:54:00.000Z,Record Goods Receipt
NONE,45.0,2000000042_00001,2018-01-23T11:54:00.000Z,Record Service Entry Sheet
user_008,45.0,2000000042_00001,2018-01-25T16:38:00.000Z,Record Invoice Receipt
user_002,45.0,2000000042_00001,2018-02-08T13:44:00.000Z,Clear Invoice
batch_00,64.0,2000000043_00001,2018-01-17T06:12:00.000Z,SRM: Created
batch_00,64.0,2000000043_00001,2018-01-17T07:12:00.000Z,SRM: Complete
batch_00,64.0,2000000043_00001,2018-01-17T07:12:00.000Z,SRM: Awaiting Approval
batch_00,64.0,2000000043_00001,2018-01-17T07:12:00.000Z,SRM: Document Completed
batch_00,64.0,2000000043_00001,2018-01-17T07:12:00.000Z,SRM: In Transfer to Execution Syst.
batch_00,64.0,2000000043_00001,2018-01-17T07:12:00.000Z,SRM: Ordered
batch_00,64.0,2000000043_00001,2018-01-17T07:12:00.000Z,SRM: Change was Transmitted
user_000,64.0,2000000043_00001,2018-01-17T07:12:00.000Z,Create Purchase Order Item
batch_00,181.0,2000000044_00001,2018-01-17T06:13:00.000Z,SRM: Created
batch_00,181.0,2000000044_00001,2018-01-17T07:13:00.000Z,SRM: Complete
batch_00,181.0,2000000044_00001,2018-01-17T07:13:00.000Z,SRM: Awaiting Approval
batch_00,181.0,2000000044_00001,2018-01-17T07:13:00.000Z,SRM: Document Completed
batch_00,181.0,2000000044_00001,2018-01-17T07:13:00.000Z,SRM: In Transfer to Execution Syst.
batch_00,181.0,2000000044_00001,2018-01-17T07:13:00.000Z,SRM: Ordered
batch_00,181.0,2000000044_00001,2018-01-17T07:13:00.000Z,SRM: Change was Transmitted
user_000,181.0,2000000044_00001,2018-01-17T07:13:00.000Z,Create Purchase Order Item
NONE,181.0,2000000044_00001,2018-01-18T22:59:00.000Z,Vendor creates invoice
user_000,181.0,2000000044_00001,2018-01-19T07:56:00.000Z,Record Goods Receipt
user_008,181.0,2000000044_00001,2018-02-08T09:49:00.000Z,Record Invoice Receipt
user_002,181.0,2000000044_00001,2018-03-29T13:06:00.000Z,Clear Invoice
batch_00,646.0,2000000045_00001,2018-01-17T08:35:00.000Z,SRM: Created
batch_00,646.0,2000000045_00001,2018-01-17T09:35:00.000Z,SRM: Complete
batch_00,646.0,2000000045_00001,2018-01-17T09:35:00.000Z,SRM: Awaiting Approval
batch_00,646.0,2000000045_00001,2018-01-17T09:35:00.000Z,SRM: Document Completed
batch_00,646.0,2000000045_00001,2018-01-17T09:35:00.000Z,SRM: Ordered
batch_00,646.0,2000000045_00001,2018-01-17T09:35:00.000Z,SRM: Change was Transmitted
batch_00,646.0,2000000045_00001,2018-01-17T09:35:00.000Z,SRM: In Transfer to Execution Syst.
user_000,646.0,2000000045_00001,2018-01-17T09:35:00.000Z,Create Purchase Order Item
NONE,646.0,2000000045_00001,2018-01-17T22:59:00.000Z,Vendor creates invoice
user_000,646.0,2000000045_00001,2018-01-19T11:18:00.000Z,Record Goods Receipt
user_001,646.0,2000000045_00001,2018-02-15T13:09:00.000Z,Record Invoice Receipt
user_005,646.0,2000000045_00001,2018-03-08T12:21:00.000Z,Clear Invoice
batch_00,49.0,2000000045_00002,2018-01-17T08:35:00.000Z,SRM: Created
batch_00,49.0,2000000045_00002,2018-01-17T09:35:00.000Z,SRM: Complete
batch_00,49.0,2000000045_00002,2018-01-17T09:35:00.000Z,SRM: Awaiting Approval
batch_00,49.0,2000000045_00002,2018-01-17T09:35:00.000Z,SRM: Document Completed
batch_00,49.0,2000000045_00002,2018-01-17T09:35:00.000Z,SRM: Ordered
batch_00,49.0,2000000045_00002,2018-01-17T09:35:00.000Z,SRM: Change was Transmitted
batch_00,49.0,2000000045_00002,2018-01-17T09:35:00.000Z,SRM: In Transfer to Execution Syst.
user_000,49.0,2000000045_00002,2018-01-17T09:35:00.000Z,Create Purchase Order Item
NONE,49.0,2000000045_00002,2018-01-17T22:59:00.000Z,Vendor creates invoice
user_000,49.0,2000000045_00002,2018-01-19T11:18:00.000Z,Record Goods Receipt
user_001,49.0,2000000045_00002,2018-02-15T13:09:00.000Z,Record Invoice Receipt
user_005,49.0,2000000045_00002,2018-03-08T12:21:00.000Z,Clear Invoice
batch_00,173.0,2000000046_00001,2018-01-17T09:54:00.000Z,SRM: Created
batch_00,173.0,2000000046_00001,2018-01-17T10:54:00.000Z,SRM: Complete
batch_00,173.0,2000000046_00001,2018-01-17T10:54:00.000Z,SRM: Awaiting Approval
batch_00,173.0,2000000046_00001,2018-01-17T10:54:00.000Z,SRM: Document Completed
batch_00,173.0,2000000046_00001,2018-01-17T10:54:00.000Z,SRM: Ordered
batch_00,173.0,2000000046_00001,2018-01-17T10:54:00.000Z,SRM: In Transfer to Execution Syst.
user_000,173.0,2000000046_00001,2018-01-17T10:54:00.000Z,Create Purchase Order Item
batch_00,173.0,2000000046_00001,2018-01-17T10:54:00.000Z,SRM: Change was Transmitted
user_000,173.0,2000000046_00001,2018-01-24T10:39:00.000Z,Record Goods Receipt
NONE,173.0,2000000046_00001,2018-01-24T10:39:00.000Z,Record Service Entry Sheet
NONE,173.0,2000000046_00001,2018-01-29T22:59:00.000Z,Vendor creates invoice
user_001,173.0,2000000046_00001,2018-02-07T13:46:00.000Z,Record Invoice Receipt
user_002,173.0,2000000046_00001,2018-02-08T13:44:00.000Z,Clear Invoice
batch_00,649519.0,2000000047_00001,2018-01-17T13:55:00.000Z,SRM: Created
batch_00,649519.0,2000000047_00001,2018-01-17T14:55:00.000Z,SRM: Complete
batch_00,649519.0,2000000047_00001,2018-01-17T14:55:00.000Z,SRM: Awaiting Approval
batch_00,649519.0,2000000047_00001,2018-01-17T14:55:00.000Z,SRM: Document Completed
batch_00,649519.0,2000000047_00001,2018-01-17T14:55:00.000Z,SRM: In Transfer to Execution Syst.
batch_00,649519.0,2000000047_00001,2018-01-17T14:55:00.000Z,SRM: Ordered
batch_00,649519.0,2000000047_00001,2018-01-17T14:55:00.000Z,SRM: Change was Transmitted
user_000,649519.0,2000000047_00001,2018-01-17T14:55:00.000Z,Create Purchase Order Item
NONE,649519.0,2000000047_00001,2018-02-01T22:59:00.000Z,Vendor creates invoice
user_000,649519.0,2000000047_00001,2018-02-09T09:58:00.000Z,Record Goods Receipt
NONE,649519.0,2000000047_00001,2018-02-09T09:58:00.000Z,Record Service Entry Sheet
NONE,649519.0,2000000047_00001,2018-02-13T22:59:00.000Z,Vendor creates invoice
NONE,649519.0,2000000047_00001,2018-02-13T22:59:00.000Z,Vendor creates debit memo
user_000,649519.0,2000000047_00001,2018-02-14T13:48:00.000Z,Record Goods Receipt
NONE,649519.0,2000000047_00001,2018-02-14T13:48:00.000Z,Record Service Entry Sheet
user_000,649519.0,2000000047_00001,2018-02-14T13:56:00.000Z,Record Goods Receipt
NONE,649519.0,2000000047_00001,2018-02-14T13:56:00.000Z,Record Service Entry Sheet
user_012,649519.0,2000000047_00001,2018-02-19T09:44:00.000Z,Record Invoice Receipt
user_006,649519.0,2000000047_00001,2018-02-19T15:12:00.000Z,Record Invoice Receipt
user_006,649519.0,2000000047_00001,2018-02-19T15:13:00.000Z,Remove Payment Block
user_001,649519.0,2000000047_00001,2018-02-21T16:19:00.000Z,Record Invoice Receipt
user_002,649519.0,2000000047_00001,2018-02-22T15:18:00.000Z,Clear Invoice
user_011,649519.0,2000000047_00001,2018-02-27T13:34:00.000Z,Cancel Invoice Receipt
user_011,649519.0,2000000047_00001,2018-02-27T13:35:00.000Z,Clear Invoice
user_011,649519.0,2000000047_00001,2018-02-27T13:40:00.000Z,Record Invoice Receipt
NONE,649519.0,2000000047_00001,2018-03-01T22:59:00.000Z,Vendor creates invoice
user_000,649519.0,2000000047_00001,2018-03-05T14:29:00.000Z,Record Goods Receipt
NONE,649519.0,2000000047_00001,2018-03-05T14:29:00.000Z,Record Service Entry Sheet
NONE,649519.0,2000000047_00001,2018-03-05T22:59:00.000Z,Vendor creates invoice
user_000,649519.0,2000000047_00001,2018-03-06T08:50:00.000Z,Record Goods Receipt
NONE,649519.0,2000000047_00001,2018-03-06T08:50:00.000Z,Record Service Entry Sheet
user_007,649519.0,2000000047_00001,2018-03-07T11:40:00.000Z,Record Invoice Receipt
user_000,649519.0,2000000047_00001,2018-03-07T12:33:00.000Z,Record Goods Receipt
NONE,649519.0,2000000047_00001,2018-03-07T12:33:00.000Z,Record Service Entry Sheet
user_005,649519.0,2000000047_00001,2018-03-08T12:22:00.000Z,Clear Invoice
user_001,649519.0,2000000047_00001,2018-03-09T15:31:00.000Z,Record Invoice Receipt
user_001,649519.0,2000000047_00001,2018-03-13T15:26:00.000Z,Record Invoice Receipt
user_000,649519.0,2000000047_00001,2018-03-14T08:22:00.000Z,Record Goods Receipt
NONE,649519.0,2000000047_00001,2018-03-14T08:22:00.000Z,Record Service Entry Sheet
user_004,649519.0,2000000047_00001,2018-03-15T09:42:00.000Z,Record Invoice Receipt
user_005,649519.0,2000000047_00001,2018-03-15T13:13:00.000Z,Clear Invoice
user_006,649519.0,2000000047_00001,2018-03-17T06:59:00.000Z,Remove Payment Block
user_005,649519.0,2000000047_00001,2018-03-22T12:32:00.000Z,Clear Invoice
user_002,649519.0,2000000047_00001,2018-03-29T13:10:00.000Z,Clear Invoice
NONE,649519.0,2000000047_00001,2018-04-01T21:59:00.000Z,Vendor creates invoice
user_000,649519.0,2000000047_00001,2018-04-04T13:58:00.000Z,Record Goods Receipt
NONE,649519.0,2000000047_00001,2018-04-04T13:58:00.000Z,Record Service Entry Sheet
NONE,649519.0,2000000047_00001,2018-04-05T21:59:00.000Z,Vendor creates invoice
user_000,649519.0,2000000047_00001,2018-04-09T11:37:00.000Z,Record Goods Receipt
NONE,649519.0,2000000047_00001,2018-04-09T11:37:00.000Z,Record Service Entry Sheet
user_000,649519.0,2000000047_00001,2018-04-09T11:40:00.000Z,Record Goods Receipt
NONE,649519.0,2000000047_00001,2018-04-09T11:40:00.000Z,Record Service Entry Sheet
user_013,649519.0,2000000047_00001,2018-04-12T08:55:00.000Z,Record Invoice Receipt
user_001,649519.0,2000000047_00001,2018-04-16T09:28:00.000Z,Record Invoice Receipt
user_011,649519.0,2000000047_00001,2018-04-16T09:58:00.000Z,Record Invoice Receipt
user_023,649519.0,2000000047_00001,2018-04-23T11:19:00.000Z,Remove Payment Block
user_002,649519.0,2000000047_00001,2018-04-26T09:15:00.000Z,Clear Invoice
user_002,649519.0,2000000047_00001,2018-04-26T09:15:00.000Z,Clear Invoice
NONE,649519.0,2000000047_00001,2018-04-30T21:59:00.000Z,Vendor creates invoice
user_000,649519.0,2000000047_00001,2018-05-01T08:32:00.000Z,Record Goods Receipt
NONE,649519.0,2000000047_00001,2018-05-01T08:32:00.000Z,Record Service Entry Sheet
NONE,649519.0,2000000047_00001,2018-05-02T21:59:00.000Z,Vendor creates invoice
NONE,649519.0,2000000047_00001,2018-05-02T21:59:00.000Z,Vendor creates debit memo
user_000,649519.0,2000000047_00001,2018-05-03T08:16:00.000Z,Record Goods Receipt
NONE,649519.0,2000000047_00001,2018-05-03T08:16:00.000Z,Record Service Entry Sheet
user_000,649519.0,2000000047_00001,2018-05-03T08:18:00.000Z,Record Goods Receipt
NONE,649519.0,2000000047_00001,2018-05-03T08:18:00.000Z,Record Service Entry Sheet
NONE,649519.0,2000000047_00001,2018-05-03T21:59:00.000Z,Vendor creates invoice
NONE,649519.0,2000000047_00001,2018-05-03T21:59:00.000Z,Vendor creates debit memo
NONE,649519.0,2000000047_00001,2018-05-07T21:59:00.000Z,Vendor creates invoice
user_000,649519.0,2000000047_00001,2018-05-08T07:11:00.000Z,Record Goods Receipt
NONE,649519.0,2000000047_00001,2018-05-08T07:11:00.000Z,Record Service Entry Sheet
user_000,649519.0,2000000047_00001,2018-05-08T07:12:00.000Z,Record Goods Receipt
NONE,649519.0,2000000047_00001,2018-05-08T07:12:00.000Z,Record Service Entry Sheet
user_000,649519.0,2000000047_00001,2018-05-08T07:20:00.000Z,Record Goods Receipt
NONE,649519.0,2000000047_00001,2018-05-08T07:20:00.000Z,Record Service Entry Sheet
user_012,649519.0,2000000047_00001,2018-05-08T10:52:00.000Z,Record Invoice Receipt
user_000,649519.0,2000000047_00001,2018-05-09T06:54:00.000Z,Record Goods Receipt
NONE,649519.0,2000000047_00001,2018-05-09T06:54:00.000Z,Record Service Entry Sheet
user_012,649519.0,2000000047_00001,2018-05-09T10:00:00.000Z,Record Invoice Receipt
user_012,649519.0,2000000047_00001,2018-05-09T10:02:00.000Z,Record Invoice Receipt
user_012,649519.0,2000000047_00001,2018-05-09T10:09:00.000Z,Record Invoice Receipt
user_007,649519.0,2000000047_00001,2018-05-16T10:02:00.000Z,Record Invoice Receipt
user_002,649519.0,2000000047_00001,2018-05-24T11:36:00.000Z,Clear Invoice
user_000,649519.0,2000000047_00001,2018-05-24T11:56:00.000Z,Record Goods Receipt
NONE,649519.0,2000000047_00001,2018-05-24T11:56:00.000Z,Record Service Entry Sheet
NONE,649519.0,2000000047_00001,2018-05-25T21:59:00.000Z,Vendor creates invoice
user_000,649519.0,2000000047_00001,2018-05-28T09:46:00.000Z,Record Goods Receipt
NONE,649519.0,2000000047_00001,2018-05-28T09:46:00.000Z,Record Service Entry Sheet
user_000,649519.0,2000000047_00001,2018-05-28T09:48:00.000Z,Record Goods Receipt
NONE,649519.0,2000000047_00001,2018-05-28T09:48:00.000Z,Record Service Entry Sheet
user_000,649519.0,2000000047_00001,2018-05-28T09:50:00.000Z,Record Goods Receipt
NONE,649519.0,2000000047_00001,2018-05-28T09:50:00.000Z,Record Service Entry Sheet
user_013,649519.0,2000000047_00001,2018-05-28T11:33:00.000Z,Record Invoice Receipt
user_013,649519.0,2000000047_00001,2018-05-28T11:35:00.000Z,Record Invoice Receipt
user_004,649519.0,2000000047_00001,2018-05-28T14:53:00.000Z,Cancel Invoice Receipt
user_004,649519.0,2000000047_00001,2018-05-28T14:54:00.000Z,Clear Invoice
user_004,649519.0,2000000047_00001,2018-05-28T14:56:00.000Z,Record Invoice Receipt
user_004,649519.0,2000000047_00001,2018-05-28T14:59:00.000Z,Clear Invoice
user_004,649519.0,2000000047_00001,2018-05-28T14:59:00.000Z,Cancel Invoice Receipt
user_004,649519.0,2000000047_00001,2018-05-28T15:02:00.000Z,Record Invoice Receipt
user_004,649519.0,2000000047_00001,2018-05-28T15:05:00.000Z,Clear Invoice
user_004,649519.0,2000000047_00001,2018-05-28T15:05:00.000Z,Cancel Invoice Receipt
user_004,649519.0,2000000047_00001,2018-05-28T15:08:00.000Z,Record Invoice Receipt
user_004,649519.0,2000000047_00001,2018-05-28T15:12:00.000Z,Clear Invoice
user_004,649519.0,2000000047_00001,2018-05-28T15:12:00.000Z,Cancel Invoice Receipt
user_004,649519.0,2000000047_00001,2018-05-28T15:14:00.000Z,Record Invoice Receipt
user_012,649519.0,2000000047_00001,2018-05-28T16:09:00.000Z,Record Invoice Receipt
user_013,649519.0,2000000047_00001,2018-05-29T08:10:00.000Z,Record Invoice Receipt
user_012,649519.0,2000000047_00001,2018-05-29T08:43:00.000Z,Record Invoice Receipt
user_012,649519.0,2000000047_00001,2018-05-29T12:32:00.000Z,Record Invoice Receipt
user_002,649519.0,2000000047_00001,2018-05-31T10:33:00.000Z,Clear Invoice
user_002,649519.0,2000000047_00001,2018-05-31T10:33:00.000Z,Clear Invoice
user_002,649519.0,2000000047_00001,2018-05-31T15:11:00.000Z,Clear Invoice
NONE,649519.0,2000000047_00001,2018-06-04T21:59:00.000Z,Vendor creates invoice
NONE,649519.0,2000000047_00001,2018-06-05T21:59:00.000Z,Vendor creates invoice
user_000,649519.0,2000000047_00001,2018-06-07T11:34:00.000Z,Record Goods Receipt
NONE,649519.0,2000000047_00001,2018-06-07T11:34:00.000Z,Record Service Entry Sheet
user_000,649519.0,2000000047_00001,2018-06-07T11:41:00.000Z,Record Goods Receipt
NONE,649519.0,2000000047_00001,2018-06-07T11:41:00.000Z,Record Service Entry Sheet
user_000,649519.0,2000000047_00001,2018-06-12T14:29:00.000Z,Record Goods Receipt
NONE,649519.0,2000000047_00001,2018-06-12T14:29:00.000Z,Record Service Entry Sheet
NONE,649519.0,2000000047_00001,2018-06-12T21:59:00.000Z,Vendor creates invoice
user_013,649519.0,2000000047_00001,2018-06-13T12:58:00.000Z,Record Invoice Receipt
user_002,649519.0,2000000047_00001,2018-06-14T13:01:00.000Z,Clear Invoice
user_000,649519.0,2000000047_00001,2018-06-14T15:03:00.000Z,Record Goods Receipt
NONE,649519.0,2000000047_00001,2018-06-14T15:03:00.000Z,Record Service Entry Sheet
user_013,649519.0,2000000047_00001,2018-06-15T12:46:00.000Z,Record Invoice Receipt
user_001,649519.0,2000000047_00001,2018-06-18T04:39:00.000Z,Record Invoice Receipt
user_012,649519.0,2000000047_00001,2018-06-18T14:30:00.000Z,Record Invoice Receipt
user_000,649519.0,2000000047_00001,2018-06-19T14:28:00.000Z,Record Goods Receipt
NONE,649519.0,2000000047_00001,2018-06-19T14:28:00.000Z,Record Service Entry Sheet
user_012,649519.0,2000000047_00001,2018-06-22T09:09:00.000Z,Record Invoice Receipt
user_002,649519.0,2000000047_00001,2018-06-28T12:04:00.000Z,Clear Invoice
user_002,649519.0,2000000047_00001,2018-06-28T12:04:00.000Z,Clear Invoice
user_023,649519.0,2000000047_00001,2018-07-02T09:08:00.000Z,Remove Payment Block
NONE,649519.0,2000000047_00001,2018-07-03T21:59:00.000Z,Vendor creates invoice
NONE,649519.0,2000000047_00001,2018-07-04T21:59:00.000Z,Vendor creates invoice
user_000,649519.0,2000000047_00001,2018-07-05T08:07:00.000Z,Record Goods Receipt
NONE,649519.0,2000000047_00001,2018-07-05T08:07:00.000Z,Record Service Entry Sheet
user_000,649519.0,2000000047_00001,2018-07-05T08:16:00.000Z,Record Goods Receipt
NONE,649519.0,2000000047_00001,2018-07-05T08:16:00.000Z,Record Service Entry Sheet
user_000,649519.0,2000000047_00001,2018-07-05T08:19:00.000Z,Record Goods Receipt
NONE,649519.0,2000000047_00001,2018-07-05T08:19:00.000Z,Record Service Entry Sheet
user_002,649519.0,2000000047_00001,2018-07-05T12:11:00.000Z,Clear Invoice
user_002,649519.0,2000000047_00001,2018-07-05T12:12:00.000Z,Clear Invoice
user_001,649519.0,2000000047_00001,2018-07-06T14:39:00.000Z,Record Invoice Receipt
user_000,649519.0,2000000047_00001,2018-07-11T10:38:00.000Z,Record Goods Receipt
NONE,649519.0,2000000047_00001,2018-07-11T10:38:00.000Z,Record Service Entry Sheet
NONE,649519.0,2000000047_00001,2018-07-11T21:59:00.000Z,Vendor creates invoice
user_013,649519.0,2000000047_00001,2018-07-12T12:59:00.000Z,Record Invoice Receipt
user_013,649519.0,2000000047_00001,2018-07-13T11:20:00.000Z,Record Invoice Receipt
user_013,649519.0,2000000047_00001,2018-07-16T12:37:00.000Z,Record Invoice Receipt
user_000,649519.0,2000000047_00001,2018-07-17T11:30:00.000Z,Record Goods Receipt
NONE,649519.0,2000000047_00001,2018-07-17T11:30:00.000Z,Record Service Entry Sheet
user_002,649519.0,2000000047_00001,2018-07-26T16:07:00.000Z,Clear Invoice
user_023,649519.0,2000000047_00001,2018-07-30T07:18:00.000Z,Remove Payment Block
