BELNR,LIFNR,GJAHR,CPUDT,RMWWR,CPUTM
5100000499,vendorID_0057,2018,20180215,1160.0,225900
5100000500,vendorID_0058,2018,20180220,12470.0,225900
5100000501,vendorID_0059,2016,20160502,34145.0,215900
5100000502,vendorID_0060,2018,20180207,632.0,225900
5100000503,vendorID_0061,2018,20180130,24972.0,225900
5100000504,vendorID_0029,2018,20180131,82.0,225900
5100000505,vendorID_0062,2018,20180307,242.0,225900
5100000506,vendorID_0063,2018,20180406,78912.0,215900
5100000507,vendorID_0063,2018,20180910,78912.0,215900
5100000508,vendorID_0063,2018,20181001,78912.0,215900
5100000509,vendorID_0063,2018,20181105,78912.0,225900
5100000510,vendorID_0063,2018,20181201,78912.0,225900
5100000511,vendorID_0009,2017,20171220,2159297.0,225900
5100000512,vendorID_0009,2018,20180130,2159297.0,225900
5100000513,vendorID_0009,2018,20180320,2159297.0,225900
5100000514,vendorID_0009,2018,20180604,2159297.0,215900
5100000515,vendorID_0064,2018,20180223,108.0,225900
5100000516,vendorID_0064,2018,20180309,108.0,225900
5100000517,vendorID_0003,2018,20180131,11.0,225900
5100000518,vendorID_0003,2018,20180131,32.0,225900
5100000519,vendorID_0003,2018,20180131,13.0,225900
5100000520,vendorID_0003,2018,20180131,9.0,225900
5100000521,vendorID_0003,2018,20180131,9.0,225900
5100000522,vendorID_0003,2018,20180131,24.0,225900
5100000523,vendorID_0066,2018,20180215,54319.0,225900
5100000524,vendorID_0066,2018,20180322,54319.0,225900
5100000525,vendorID_0003,2018,20180201,43.0,225900
5100000526,vendorID_0003,2018,20180201,33.0,225900
5100000527,vendorID_0003,2018,20180201,31.0,225900
5100000528,vendorID_0003,2018,20180201,15.0,225900
5100000529,vendorID_0003,2018,20180201,18.0,225900
5100000530,vendorID_0003,2018,20180201,47.0,225900
5100000531,vendorID_0003,2018,20180201,30.0,225900
5100000532,vendorID_0003,2018,20180201,30.0,225900
5100000533,vendorID_0003,2018,20180201,24.0,225900
5100000534,vendorID_0003,2018,20180201,24.0,225900
5100000535,vendorID_0003,2018,20180201,24.0,225900
5100000536,vendorID_0019,2018,20180326,52537.0,215900
5100000537,vendorID_0019,2018,20180525,52537.0,215900
5100000538,vendorID_0019,2018,20180625,52537.0,215900
5100000539,vendorID_0027,2018,20180202,379.0,225900
5100000540,vendorID_0027,2018,20180309,66.0,225900
5100000541,vendorID_0027,2018,20180202,142.0,225900
5100000542,vendorID_0027,2018,20180202,142.0,225900
5100000543,vendorID_0027,2018,20180202,34.0,225900
5100000544,vendorID_0029,2018,20180201,107.0,225900
5100000545,vendorID_0029,2018,20180201,247.0,225900
5100000546,vendorID_0048,2018,20180219,185.0,225900
5100000547,vendorID_0048,2018,20180219,1039.0,225900
5100000548,vendorID_0048,2018,20180219,283.0,225900
5100000549,vendorID_0028,2018,20180202,86.0,225900
5100000550,vendorID_0067,2018,20180205,13163.0,225900
5100000551,vendorID_0007,2018,20180206,12384.0,225900
5100000552,vendorID_0027,2018,20180207,44.0,225900
5100000553,vendorID_0027,2018,20180207,80.0,225900
5100000554,vendorID_0068,2018,20180221,85.0,225900
5100000555,vendorID_0068,2018,20180221,30.0,225900
5100000556,vendorID_0012,2018,20180222,285.0,225900
5100000557,vendorID_0011,2018,20180330,320.0,215900
5100000558,vendorID_0064,2018,20180216,29.0,225900
5100000559,vendorID_0069,2018,20180315,810.0,225900
5100000560,vendorID_0069,2018,20180315,181.0,225900
5100000561,vendorID_0029,2018,20180213,46.0,225900
5100000562,vendorID_0071,2018,20180416,3058.0,215900
5100000563,vendorID_0072,2018,20180209,282.0,225900
5100000564,vendorID_0048,2018,20180304,1108.0,225900
5100000565,vendorID_0028,2018,20180208,62.0,225900
5100000566,vendorID_0028,2018,20180208,76.0,225900
5100000567,vendorID_0028,2018,20180208,33.0,225900
5100000568,vendorID_0073,2018,20180219,5196.0,225900
5100000569,vendorID_0027,2018,20180212,20.0,225900
5100000570,vendorID_0027,2018,20180213,526.0,225900
5100000571,vendorID_0027,2018,20180212,62.0,225900
5100000572,vendorID_0074,2018,20180219,423.0,225900
5100000573,vendorID_0075,2018,20180208,67.0,225900
5100000574,vendorID_0028,2018,20180209,24.0,225900
5100000575,vendorID_0029,2018,20180209,561.0,225900
5100000576,vendorID_0003,2018,20180209,82.0,225900
5100000577,vendorID_0003,2018,20180209,82.0,225900
5100000578,vendorID_0003,2018,20180209,56.0,225900
5100000579,vendorID_0003,2018,20180209,56.0,225900
5100000580,vendorID_0003,2018,20180209,23.0,225900
5100000581,vendorID_0003,2018,20180209,49.0,225900
5100000582,vendorID_0003,2018,20180209,19.0,225900
5100000583,vendorID_0003,2018,20180209,31.0,225900
5100000584,vendorID_0003,2018,20180209,24.0,225900
5100000585,vendorID_0076,2018,20180209,3117.0,225900
5100000586,vendorID_0077,2018,20180219,199.0,225900
5100000587,vendorID_0077,2018,20180219,55.0,225900
5100000588,vendorID_0077,2018,20180219,69.0,225900
5100000589,vendorID_0077,2018,20180219,12.0,225900
5100000590,vendorID_0078,2018,20180212,3109.0,225900
5100000591,vendorID_0079,2018,20180212,15.0,225900
5100000592,vendorID_0080,2018,20180214,389.0,225900
5100000593,vendorID_0081,2017,20170313,987.0,225900
5100000594,vendorID_0081,2017,20170427,987.0,215900
5100000595,vendorID_0081,2017,20170511,997.0,215900
5100000596,vendorID_0081,2017,20170605,997.0,215900
5100000597,vendorID_0082,2018,20180213,2039.0,225900
5100000598,vendorID_0083,2018,20180213,147.0,225900
5100000599,vendorID_0003,2018,20180214,30.0,225900
5100000600,vendorID_0003,2018,20180214,54.0,225900
5100000601,vendorID_0084,2018,20180221,4018.0,225900
5100000602,vendorID_0003,2018,20180214,39.0,225900
5100000603,vendorID_0003,2018,20180214,30.0,225900
5100000604,vendorID_0085,2018,20180323,905.0,225900
5100000605,vendorID_0086,2018,20180330,1441.0,215900
5100000606,vendorID_0048,2018,20180304,26.0,225900
5100000607,vendorID_0048,2018,20180304,675.0,225900
5100000608,vendorID_0029,2018,20180216,41.0,225900
5100000609,vendorID_0029,2018,20180216,56.0,225900
5100000610,vendorID_0029,2018,20180216,101.0,225900
5100000611,vendorID_0000,2018,20180216,166.0,225900
5100000612,vendorID_0000,2018,20180216,29.0,225900
5100000613,vendorID_0003,2018,20180216,44.0,225900
5100000614,vendorID_0003,2018,20180216,260.0,225900
5100000615,vendorID_0003,2018,20180216,27.0,225900
5100000616,vendorID_0087,2018,20180223,746.0,225900
5100000617,vendorID_0021,2018,20180321,24240.0,225900
5100000618,vendorID_0072,2018,20180227,111.0,225900
5100000619,vendorID_0072,2018,20180227,249.0,225900
5100000620,vendorID_0003,2018,20180219,19.0,225900
5100000621,vendorID_0003,2018,20180219,5.0,225900
5100000622,vendorID_0003,2018,20180219,2.0,225900
5100000623,vendorID_0003,2018,20180219,10.0,225900
5100000624,vendorID_0011,2018,20180222,107.0,225900
5100000625,vendorID_0011,2018,20180222,187.0,225900
5100000626,vendorID_0011,2018,20180222,107.0,225900
5100000627,vendorID_0011,2018,20180222,187.0,225900
5100000628,vendorID_0000,2018,20180216,207.0,225900
5100000629,vendorID_0000,2018,20180216,201.0,225900
5100000630,vendorID_0080,2018,20180223,389.0,225900
5100000631,vendorID_0088,2018,20180323,644.0,225900
5100000632,vendorID_0088,2018,20180323,25.0,225900
5100000633,vendorID_0027,2018,20180323,753.0,225900
5100000634,vendorID_0027,2018,20180326,753.0,215900
5100000635,vendorID_0027,2018,20180220,63.0,225900
5100000636,vendorID_0027,2018,20180402,376.0,215900
5100000637,vendorID_0029,2018,20180220,82.0,225900
5100000638,vendorID_0000,2018,20180220,137.0,225900
5100000639,vendorID_0000,2018,20180220,88.0,225900
5100000640,vendorID_0000,2018,20180220,45.0,225900
5100000641,vendorID_0028,2018,20180220,214.0,225900
5100000642,vendorID_0089,2018,20180326,165085.0,215900
5100000643,vendorID_0011,2018,20180323,320.0,225900
5100000644,vendorID_0000,2018,20180221,122.0,225900
5100000645,vendorID_0017,2018,20180326,24248.0,215900
5100000646,vendorID_0017,2018,20180425,24248.0,215900
5100000647,vendorID_0017,2018,20180525,24248.0,215900
5100000648,vendorID_0017,2018,20180625,24248.0,215900
5100000649,vendorID_0017,2018,20180725,24248.0,215900
5100000650,vendorID_0017,2018,20180827,24248.0,215900
5100000651,vendorID_0017,2018,20180925,24248.0,215900
5100000652,vendorID_0088,2018,20180320,41.0,225900
5100000653,vendorID_0026,2018,20180227,10115.0,225900
5100000654,vendorID_0027,2018,20180223,226.0,225900
5100000655,vendorID_0028,2018,20180226,183.0,225900
5100000656,vendorID_0058,2018,20180226,896.0,225900
5100000657,vendorID_0052,2018,20180223,13847.0,225900
5100000658,vendorID_0052,2018,20181109,13847.0,225900
5100000659,vendorID_0011,2018,20180301,267.0,225900
5100000660,vendorID_0092,2018,20180223,155.0,225900
5100000661,vendorID_0064,2018,20180223,33.0,225900
5100000662,vendorID_0029,2018,20180226,78.0,225900
5100000663,vendorID_0029,2018,20180226,303.0,225900
