BELNR,CPUTM,EBELP,GJAHR,VGABE,BUDAT,CPUDT,EBELN
4900000170,093000,00001,2018,1,20180928,20180928,2000000019
,093000,00001,2018,1,20180928,20180928,2000000019
5100000117,083200,00001,2018,2,20181003,20181003,2000000019
4900000171,011500,00001,2018,1,20181126,20181126,2000000019
,011500,00001,2018,1,20181126,20181126,2000000019
4900000172,011700,00001,2018,1,20181126,20181126,2000000019
,011700,00001,2018,1,20181126,20181126,2000000019
4900000173,011900,00001,2018,1,20181126,20181126,2000000019
,011900,00001,2018,1,20181126,20181126,2000000019
4900000174,012100,00001,2018,1,20181126,20181126,2000000019
,012100,00001,2018,1,20181126,20181126,2000000019
4900000175,012500,00001,2018,1,20181126,20181126,2000000019
,012500,00001,2018,1,20181126,20181126,2000000019
4900000176,014100,00001,2018,1,20181126,20181126,2000000019
,014100,00001,2018,1,20181126,20181126,2000000019
4900000177,014300,00001,2018,1,20181126,20181126,2000000019
,014300,00001,2018,1,20181126,20181126,2000000019
4900000178,014600,00001,2018,1,20181126,20181126,2000000019
,014600,00001,2018,1,20181126,20181126,2000000019
4900000179,014800,00001,2018,1,20181126,20181126,2000000019
,014800,00001,2018,1,20181126,20181126,2000000019
4900000180,020200,00001,2018,1,20181126,20181126,2000000019
,020200,00001,2018,1,20181126,20181126,2000000019
5100000119,091600,00001,2018,2,20181206,20181206,2000000019
5100000119,090200,00001,2018,2,20181221,20181221,2000000019
5100000119,103900,00001,2018,2,20181221,20181221,2000000019
5100000119,104500,00001,2018,2,20181221,20181221,2000000019
5100000119,105000,00001,2018,2,20181221,20181221,2000000019
5100000119,125500,00001,2018,2,20181221,20181221,2000000019
5100000119,040300,00001,2018,2,20181224,20181224,2000000019
5100000119,110000,00001,2018,2,20181224,20181224,2000000019
5100000119,110400,00001,2018,2,20181224,20181224,2000000019
4900000181,001200,00001,2018,1,20180125,20180125,2000000020
,001200,00001,2018,1,20180125,20180125,2000000020
5100000120,130400,00001,2018,2,20180201,20180201,2000000020
4900000182,075000,00001,2018,1,20180326,20180326,2000000020
,075000,00001,2018,1,20180326,20180326,2000000020
5100000122,140100,00001,2018,2,20180326,20180326,2000000020
4900000183,092300,00001,2018,1,20180327,20180327,2000000020
,092300,00001,2018,1,20180327,20180327,2000000020
5100000122,110300,00001,2018,2,20180327,20180327,2000000020
4900000184,103100,00001,2018,1,20180426,20180426,2000000020
,103100,00001,2018,1,20180426,20180426,2000000020
5100000123,132700,00001,2018,2,20180514,20180514,2000000020
4900000185,205000,00001,2018,1,20180626,20180626,2000000020
,205000,00001,2018,1,20180626,20180626,2000000020
4900000186,213700,00001,2018,1,20180626,20180626,2000000020
,213700,00001,2018,1,20180626,20180626,2000000020
5100000125,145900,00001,2018,2,20180629,20180629,2000000020
5100000125,145800,00001,2018,2,20180702,20180702,2000000020
4900000187,121300,00001,2018,1,20180724,20180724,2000000020
,121300,00001,2018,1,20180724,20180724,2000000020
5100000126,080300,00001,2018,2,20180730,20180730,2000000020
4900000188,115100,00001,2018,1,20180830,20180830,2000000020
,115100,00001,2018,1,20180830,20180830,2000000020
5100000127,070200,00001,2018,2,20180905,20180905,2000000020
4900000189,162900,00001,2018,1,20181030,20181030,2000000020
,162900,00001,2018,1,20181030,20181030,2000000020
4900000190,163200,00001,2018,1,20181030,20181030,2000000020
,163200,00001,2018,1,20181030,20181030,2000000020
5100000129,124100,00001,2018,2,20181031,20181031,2000000020
5100000129,064400,00001,2018,2,20181105,20181105,2000000020
4900000191,094900,00001,2018,1,20181130,20181130,2000000020
,094900,00001,2018,1,20181130,20181130,2000000020
5100000130,124500,00001,2018,2,20181130,20181130,2000000020
,101100,00001,2018,1,20180131,20180131,2000000021
4900000192,101100,00001,2018,1,20180131,20180131,2000000021
5100000131,161100,00001,2018,2,20180201,20180201,2000000021
,114100,00001,2018,1,20180320,20180320,2000000021
4900000193,114100,00001,2018,1,20180320,20180320,2000000021
5100000132,125200,00001,2018,2,20180320,20180320,2000000021
,133900,00001,2018,1,20180410,20180410,2000000021
4900000194,133900,00001,2018,1,20180410,20180410,2000000021
5100000133,140900,00001,2018,2,20180410,20180410,2000000021
,192600,00001,2018,1,20180527,20180527,2000000021
4900000195,192600,00001,2018,1,20180527,20180527,2000000021
5100000135,081500,00001,2018,2,20180528,20180528,2000000021
,211900,00001,2018,1,20180626,20180626,2000000021
4900000196,211900,00001,2018,1,20180626,20180626,2000000021
5100000136,112200,00001,2018,2,20180627,20180627,2000000021
,140200,00001,2018,1,20180724,20180724,2000000021
4900000197,140200,00001,2018,1,20180724,20180724,2000000021
5100000136,154500,00001,2018,2,20180724,20180724,2000000021
,113400,00001,2018,1,20180727,20180727,2000000021
4900000198,113400,00001,2018,1,20180727,20180727,2000000021
5100000137,062300,00001,2018,2,20180731,20180731,2000000021
,064200,00001,2018,1,20180928,20180928,2000000021
4900000199,064200,00001,2018,1,20180928,20180928,2000000021
5100000139,112800,00001,2018,2,20181001,20181001,2000000021
,152000,00001,2018,1,20181030,20181030,2000000021
4900000200,152000,00001,2018,1,20181030,20181030,2000000021
5100000139,123800,00001,2018,2,20181031,20181031,2000000021
4900000201,082900,00001,2018,1,20180219,20180219,2000000022
,082900,00001,2018,1,20180219,20180219,2000000022
5100000141,093700,00001,2018,2,20180306,20180306,2000000022
4900000202,075400,00001,2018,1,20180326,20180326,2000000022
,075400,00001,2018,1,20180326,20180326,2000000022
5100000141,140000,00001,2018,2,20180326,20180326,2000000022
4900000203,220700,00001,2018,1,20180429,20180429,2000000022
,220700,00001,2018,1,20180429,20180429,2000000022
5100000144,143600,00001,2018,2,20180514,20180514,2000000022
4900000204,214200,00001,2018,1,20180527,20180527,2000000022
,214200,00001,2018,1,20180527,20180527,2000000022
5100000144,071300,00001,2018,2,20180531,20180531,2000000022
4900000205,125600,00001,2018,1,20180628,20180628,2000000022
,125600,00001,2018,1,20180628,20180628,2000000022
4900000206,125800,00001,2018,1,20180628,20180628,2000000022
,125800,00001,2018,1,20180628,20180628,2000000022
4900000207,130000,00001,2018,1,20180628,20180628,2000000022
,130000,00001,2018,1,20180628,20180628,2000000022
5100000146,051800,00001,2018,2,20180629,20180629,2000000022
5100000146,051900,00001,2018,2,20180629,20180629,2000000022
5100000146,051900,00001,2018,2,20180629,20180629,2000000022
4900000208,231600,00001,2018,1,20180730,20180730,2000000022
,231600,00001,2018,1,20180730,20180730,2000000022
4900000209,231900,00001,2018,1,20180730,20180730,2000000022
,231900,00001,2018,1,20180730,20180730,2000000022
4900000210,232100,00001,2018,1,20180730,20180730,2000000022
,232100,00001,2018,1,20180730,20180730,2000000022
4900000211,232300,00001,2018,1,20180730,20180730,2000000022
,232300,00001,2018,1,20180730,20180730,2000000022
5100000147,095600,00001,2018,2,20180731,20180731,2000000022
5100000147,123200,00001,2018,2,20180731,20180731,2000000022
5100000147,123500,00001,2018,2,20180731,20180731,2000000022
5100000147,152600,00001,2018,2,20180731,20180731,2000000022
4900000212,160800,00001,2018,1,20180830,20180830,2000000022
,160800,00001,2018,1,20180830,20180830,2000000022
4900000213,161300,00001,2018,1,20180830,20180830,2000000022
,161300,00001,2018,1,20180830,20180830,2000000022
5100000147,124700,00001,2018,2,20180831,20180831,2000000022
5100000147,142200,00001,2018,2,20180831,20180831,2000000022
4900000214,084600,00001,2018,1,20180913,20180913,2000000022
,084600,00001,2018,1,20180913,20180913,2000000022
5100000148,152800,00001,2018,2,20180925,20180925,2000000022
4900000215,090800,00001,2018,1,20180928,20180928,2000000022
,090800,00001,2018,1,20180928,20180928,2000000022
4900000216,091200,00001,2018,1,20180928,20180928,2000000022
,091200,00001,2018,1,20180928,20180928,2000000022
4900000217,091700,00001,2018,1,20180928,20180928,2000000022
,091700,00001,2018,1,20180928,20180928,2000000022
5100000148,110600,00001,2018,2,20180928,20180928,2000000022
5100000148,110600,00001,2018,2,20180928,20180928,2000000022
5100000149,083100,00001,2018,2,20181001,20181001,2000000022
4900000218,142500,00001,2018,1,20181022,20181022,2000000022
,142500,00001,2018,1,20181022,20181022,2000000022
4900000219,143800,00001,2018,1,20181030,20181030,2000000022
,143800,00001,2018,1,20181030,20181030,2000000022
4900000220,144100,00001,2018,1,20181030,20181030,2000000022
,144100,00001,2018,1,20181030,20181030,2000000022
5100000149,110500,00001,2018,2,20181031,20181031,2000000022
5100000149,114700,00001,2018,2,20181031,20181031,2000000022
5100000150,090800,00001,2018,2,20181113,20181113,2000000022
4900000221,113400,00001,2018,1,20181121,20181121,2000000022
,113400,00001,2018,1,20181121,20181121,2000000022
4900000222,113800,00001,2018,1,20181121,20181121,2000000022
,113800,00001,2018,1,20181121,20181121,2000000022
5100000150,152200,00001,2018,2,20181121,20181121,2000000022
5100000150,163600,00001,2018,2,20181121,20181121,2000000022
4900000223,110100,00001,2018,1,20181212,20181212,2000000022
,110100,00001,2018,1,20181212,20181212,2000000022
4900000224,110400,00001,2018,1,20181212,20181212,2000000022
,110400,00001,2018,1,20181212,20181212,2000000022
5100000151,155100,00001,2018,2,20181212,20181212,2000000022
5100000151,161500,00001,2018,2,20181212,20181212,2000000022
4900000225,070600,00001,2018,1,20180208,20180208,2000000023
,070600,00001,2018,1,20180208,20180208,2000000023
5100000152,160100,00001,2018,2,20180212,20180212,2000000023
4900000226,134200,00001,2018,1,20180416,20180416,2000000024
,134200,00001,2018,1,20180416,20180416,2000000024
4900000227,134500,00001,2018,1,20180416,20180416,2000000024
,134500,00001,2018,1,20180416,20180416,2000000024
5100000156,072000,00001,2018,2,20180418,20180418,2000000024
5100000156,151800,00001,2018,2,20180504,20180504,2000000024
4900000228,144300,00001,2018,1,20180702,20180702,2000000024
,144300,00001,2018,1,20180702,20180702,2000000024
5100000158,131000,00001,2018,2,20180703,20180703,2000000024
4900000229,073600,00001,2018,1,20180724,20180724,2000000024
,073600,00001,2018,1,20180724,20180724,2000000024
4900000230,073900,00001,2018,1,20180724,20180724,2000000024
,073900,00001,2018,1,20180724,20180724,2000000024
4900000231,102900,00001,2018,1,20180724,20180724,2000000024
,102900,00001,2018,1,20180724,20180724,2000000024
5100000158,104500,00001,2018,2,20180724,20180724,2000000024
5100000158,131000,00001,2018,2,20180725,20180725,2000000024
5100000158,094000,00001,2018,2,20180731,20180731,2000000024
4900000232,173200,00001,2018,1,20181208,20181208,2000000024
,173200,00001,2018,1,20181208,20181208,2000000024
5100000159,091300,00001,2018,2,20181210,20181210,2000000024
4900000233,115700,00001,2018,1,20180328,20180328,2000000025
,115700,00001,2018,1,20180328,20180328,2000000025
5100000160,065700,00001,2018,2,20180403,20180403,2000000025
4900000234,082000,00001,2018,1,20180130,20180130,2000000026
5100000161,103400,00001,2018,2,20180306,20180306,2000000026
4900000235,082000,00002,2018,1,20180130,20180130,2000000026
5100000162,103400,00002,2018,2,20180306,20180306,2000000026
4900000236,112900,00001,2018,1,20180827,20180827,2000000027
,112900,00001,2018,1,20180827,20180827,2000000027
4900000237,130200,00001,2018,1,20180905,20180905,2000000027
,130200,00001,2018,1,20180905,20180905,2000000027
5100000164,070600,00001,2018,2,20180907,20180907,2000000027
5100000164,110900,00001,2018,2,20180911,20180911,2000000027
4900000238,134000,00001,2018,1,20181001,20181001,2000000027
,134000,00001,2018,1,20181001,20181001,2000000027
5100000165,111300,00001,2018,2,20181015,20181015,2000000027
4900000239,123300,00001,2018,1,20181116,20181116,2000000027
,123300,00001,2018,1,20181116,20181116,2000000027
5100000166,085700,00001,2018,2,20181129,20181129,2000000027
4900000240,075300,00001,2018,1,20181204,20181204,2000000027
,075300,00001,2018,1,20181204,20181204,2000000027
5100000168,035700,00001,2018,2,20181211,20181211,2000000027
4900000241,121100,00001,2018,1,20181212,20181212,2000000027
,121100,00001,2018,1,20181212,20181212,2000000027
5100000168,132000,00001,2018,2,20181228,20181228,2000000027
4900000242,090300,00001,2018,1,20180207,20180207,2000000028
,090300,00001,2018,1,20180207,20180207,2000000028
4900000243,121500,00001,2018,1,20180302,20180302,2000000028
,121500,00001,2018,1,20180302,20180302,2000000028
5100000170,151800,00001,2018,2,20180313,20180313,2000000028
5100000170,083700,00001,2018,2,20180319,20180319,2000000028
4900000244,115700,00001,2018,1,20180424,20180424,2000000028
,115700,00001,2018,1,20180424,20180424,2000000028
4900000245,052000,00001,2018,1,20180515,20180515,2000000028
,052000,00001,2018,1,20180515,20180515,2000000028
5100000172,125900,00001,2018,2,20180521,20180521,2000000028
5100000172,155300,00001,2018,2,20180523,20180523,2000000028
4900000246,061300,00001,2018,1,20180608,20180608,2000000028
,061300,00001,2018,1,20180608,20180608,2000000028
5100000173,093300,00001,2018,2,20180621,20180621,2000000028
4900000247,113400,00001,2018,1,20180710,20180710,2000000028
,113400,00001,2018,1,20180710,20180710,2000000028
5100000174,134700,00001,2018,2,20180723,20180723,2000000028
5100000174,100000,00001,2018,2,20181025,20181025,2000000028
5100000174,105800,00001,2018,2,20181030,20181030,2000000028
4900000248,093900,00001,2018,1,20180117,20180117,2000000029
5100000175,143800,00001,2018,2,20180212,20180212,2000000029
4900000249,093900,00002,2018,1,20180117,20180117,2000000029
5100000176,143800,00002,2018,2,20180212,20180212,2000000029
4900000250,093900,00003,2018,1,20180117,20180117,2000000029
5100000177,143800,00003,2018,2,20180212,20180212,2000000029
,134100,00001,2018,1,20180117,20180117,2000000030
4900000251,134100,00001,2018,1,20180117,20180117,2000000030
5100000178,001700,00001,2018,2,20180719,20180719,2000000030
,133700,00001,2018,1,20180726,20180726,2000000030
4900000252,133700,00001,2018,1,20180726,20180726,2000000030
5100000178,135700,00001,2018,2,20180726,20180726,2000000030
4900000253,122000,00001,2018,1,20180122,20180122,2000000031
5100000179,123600,00001,2018,2,20180123,20180123,2000000031
4900000254,090400,00001,2018,1,20180119,20180119,2000000032
5100000180,143700,00001,2018,2,20180212,20180212,2000000032
4900000255,132100,00001,2018,1,20180430,20180430,2000000033
,132100,00001,2018,1,20180430,20180430,2000000033
5100000181,150500,00001,2018,2,20180521,20180521,2000000033
4900000256,132600,00001,2018,1,20180201,20180201,2000000034
,132600,00001,2018,1,20180201,20180201,2000000034
5100000182,151500,00001,2018,2,20180205,20180205,2000000034
4900000257,082000,00001,2018,1,20180314,20180314,2000000034
,082000,00001,2018,1,20180314,20180314,2000000034
5100000183,120200,00001,2018,2,20180314,20180314,2000000034
4900000258,083500,00001,2018,1,20180413,20180413,2000000034
,083500,00001,2018,1,20180413,20180413,2000000034
5100000184,091900,00001,2018,2,20180413,20180413,2000000034
4900000259,062500,00001,2018,1,20180502,20180502,2000000034
,062500,00001,2018,1,20180502,20180502,2000000034
5100000185,132300,00001,2018,2,20180514,20180514,2000000034
4900000260,140200,00001,2018,1,20180607,20180607,2000000034
,140200,00001,2018,1,20180607,20180607,2000000034
5100000186,045000,00001,2018,2,20180608,20180608,2000000034
4900000261,101900,00001,2018,1,20180724,20180724,2000000034
,101900,00001,2018,1,20180724,20180724,2000000034
5100000187,090500,00001,2018,2,20180725,20180725,2000000034
4900000262,135600,00001,2018,1,20180906,20180906,2000000034
,135600,00001,2018,1,20180906,20180906,2000000034
5100000189,072100,00001,2018,2,20180910,20180910,2000000034
4900000263,163600,00001,2018,1,20181101,20181101,2000000034
,163600,00001,2018,1,20181101,20181101,2000000034
5100000190,103300,00001,2018,2,20181105,20181105,2000000034
4900000264,092500,00001,2018,1,20181118,20181118,2000000034
,092500,00001,2018,1,20181118,20181118,2000000034
4900000265,094200,00001,2018,1,20181118,20181118,2000000034
,094200,00001,2018,1,20181118,20181118,2000000034
5100000190,151700,00001,2018,2,20181121,20181121,2000000034
,072600,00001,2018,1,20180122,20180122,2000000035
4900000266,072600,00001,2018,1,20180122,20180122,2000000035
5100000191,114900,00001,2018,2,20180122,20180122,2000000035
4900000267,075300,00001,2018,1,20180206,20180206,2000000036
,075300,00001,2018,1,20180206,20180206,2000000036
5100000192,154100,00001,2018,2,20180910,20180910,2000000036
4900000268,114400,00001,2018,1,20180122,20180122,2000000037
5100000193,103800,00001,2018,2,20180208,20180208,2000000037
4900000269,114400,00002,2018,1,20180122,20180122,2000000037
5100000194,085300,00002,2018,2,20180208,20180208,2000000037
4900000270,114400,00003,2018,1,20180122,20180122,2000000037
5100000195,085300,00003,2018,2,20180208,20180208,2000000037
4900000271,114500,00001,2018,1,20180122,20180122,2000000038
5100000196,160700,00001,2018,2,20180309,20180309,2000000038
4900000272,114600,00001,2018,1,20180122,20180122,2000000039
5100000197,153700,00001,2018,2,20180123,20180123,2000000039
4900000273,114600,00002,2018,1,20180122,20180122,2000000039
5100000198,153700,00002,2018,2,20180123,20180123,2000000039
4900000274,130800,00001,2018,1,20180327,20180327,2000000040
,130800,00001,2018,1,20180327,20180327,2000000040
5100000199,040600,00001,2018,2,20180403,20180403,2000000040
4900000275,111700,00001,2018,1,20180710,20180710,2000000040
,111700,00001,2018,1,20180710,20180710,2000000040
4900000276,112500,00001,2018,1,20180710,20180710,2000000040
,112500,00001,2018,1,20180710,20180710,2000000040
5100000201,071800,00001,2018,2,20180725,20180725,2000000040
5100000201,105600,00001,2018,2,20180821,20180821,2000000040
4900000277,140800,00001,2019,1,20190109,20190109,2000000040
,140800,00001,2019,1,20190109,20190109,2000000040
4900000278,115300,00001,2018,1,20180123,20180123,2000000041
,115300,00001,2018,1,20180123,20180123,2000000041
5100000202,150900,00001,2018,2,20180201,20180201,2000000041
4900000279,115400,00001,2018,1,20180123,20180123,2000000042
,115400,00001,2018,1,20180123,20180123,2000000042
5100000203,163800,00001,2018,2,20180125,20180125,2000000042
4900000280,075600,00001,2018,1,20180119,20180119,2000000044
5100000204,094900,00001,2018,2,20180208,20180208,2000000044
4900000281,111800,00001,2018,1,20180119,20180119,2000000045
5100000205,130900,00001,2018,2,20180215,20180215,2000000045
4900000282,111800,00002,2018,1,20180119,20180119,2000000045
5100000206,130900,00002,2018,2,20180215,20180215,2000000045
4900000283,103900,00001,2018,1,20180124,20180124,2000000046
,103900,00001,2018,1,20180124,20180124,2000000046
5100000207,134600,00001,2018,2,20180207,20180207,2000000046
4900000284,095800,00001,2018,1,20180209,20180209,2000000047
,095800,00001,2018,1,20180209,20180209,2000000047
4900000285,134800,00001,2018,1,20180214,20180214,2000000047
,134800,00001,2018,1,20180214,20180214,2000000047
4900000286,135600,00001,2018,1,20180214,20180214,2000000047
,135600,00001,2018,1,20180214,20180214,2000000047
5100000209,094400,00001,2018,2,20180219,20180219,2000000047
5100000209,151200,00001,2018,2,20180219,20180219,2000000047
5100000209,161900,00001,2018,2,20180221,20180221,2000000047
5100000209,134000,00001,2018,2,20180227,20180227,2000000047
4900000287,142900,00001,2018,1,20180305,20180305,2000000047
,142900,00001,2018,1,20180305,20180305,2000000047
4900000288,085000,00001,2018,1,20180306,20180306,2000000047
,085000,00001,2018,1,20180306,20180306,2000000047
5100000211,114000,00001,2018,2,20180307,20180307,2000000047
4900000289,123300,00001,2018,1,20180307,20180307,2000000047
,123300,00001,2018,1,20180307,20180307,2000000047
5100000211,153100,00001,2018,2,20180309,20180309,2000000047
5100000211,152600,00001,2018,2,20180313,20180313,2000000047
4900000290,082200,00001,2018,1,20180314,20180314,2000000047
,082200,00001,2018,1,20180314,20180314,2000000047
5100000211,094200,00001,2018,2,20180315,20180315,2000000047
4900000291,135800,00001,2018,1,20180404,20180404,2000000047
,135800,00001,2018,1,20180404,20180404,2000000047
4900000292,113700,00001,2018,1,20180409,20180409,2000000047
,113700,00001,2018,1,20180409,20180409,2000000047
4900000293,114000,00001,2018,1,20180409,20180409,2000000047
,114000,00001,2018,1,20180409,20180409,2000000047
5100000213,085500,00001,2018,2,20180412,20180412,2000000047
5100000213,092800,00001,2018,2,20180416,20180416,2000000047
5100000213,095800,00001,2018,2,20180416,20180416,2000000047
4900000294,083200,00001,2018,1,20180501,20180501,2000000047
,083200,00001,2018,1,20180501,20180501,2000000047
4900000295,081600,00001,2018,1,20180503,20180503,2000000047
,081600,00001,2018,1,20180503,20180503,2000000047
4900000296,081800,00001,2018,1,20180503,20180503,2000000047
,081800,00001,2018,1,20180503,20180503,2000000047
4900000297,071100,00001,2018,1,20180508,20180508,2000000047
,071100,00001,2018,1,20180508,20180508,2000000047
4900000298,071200,00001,2018,1,20180508,20180508,2000000047
,071200,00001,2018,1,20180508,20180508,2000000047
4900000299,072000,00001,2018,1,20180508,20180508,2000000047
,072000,00001,2018,1,20180508,20180508,2000000047
5100000217,105200,00001,2018,2,20180508,20180508,2000000047
4900000300,065400,00001,2018,1,20180509,20180509,2000000047
,065400,00001,2018,1,20180509,20180509,2000000047
5100000217,100000,00001,2018,2,20180509,20180509,2000000047
5100000217,100200,00001,2018,2,20180509,20180509,2000000047
5100000217,100900,00001,2018,2,20180509,20180509,2000000047
5100000217,100200,00001,2018,2,20180516,20180516,2000000047
4900000301,115600,00001,2018,1,20180524,20180524,2000000047
,115600,00001,2018,1,20180524,20180524,2000000047
4900000302,094600,00001,2018,1,20180528,20180528,2000000047
,094600,00001,2018,1,20180528,20180528,2000000047
4900000303,094800,00001,2018,1,20180528,20180528,2000000047
,094800,00001,2018,1,20180528,20180528,2000000047
4900000304,095000,00001,2018,1,20180528,20180528,2000000047
,095000,00001,2018,1,20180528,20180528,2000000047
5100000218,113300,00001,2018,2,20180528,20180528,2000000047
5100000218,113500,00001,2018,2,20180528,20180528,2000000047
5100000218,145600,00001,2018,2,20180528,20180528,2000000047
5100000218,150200,00001,2018,2,20180528,20180528,2000000047
5100000218,150800,00001,2018,2,20180528,20180528,2000000047
5100000218,151400,00001,2018,2,20180528,20180528,2000000047
5100000218,160900,00001,2018,2,20180528,20180528,2000000047
5100000218,081000,00001,2018,2,20180529,20180529,2000000047
5100000218,084300,00001,2018,2,20180529,20180529,2000000047
5100000218,123200,00001,2018,2,20180529,20180529,2000000047
4900000305,113400,00001,2018,1,20180607,20180607,2000000047
,113400,00001,2018,1,20180607,20180607,2000000047
4900000306,114100,00001,2018,1,20180607,20180607,2000000047
,114100,00001,2018,1,20180607,20180607,2000000047
4900000307,142900,00001,2018,1,20180612,20180612,2000000047
,142900,00001,2018,1,20180612,20180612,2000000047
5100000221,125800,00001,2018,2,20180613,20180613,2000000047
4900000308,150300,00001,2018,1,20180614,20180614,2000000047
,150300,00001,2018,1,20180614,20180614,2000000047
5100000221,124600,00001,2018,2,20180615,20180615,2000000047
5100000221,043900,00001,2018,2,20180618,20180618,2000000047
5100000221,143000,00001,2018,2,20180618,20180618,2000000047
4900000309,142800,00001,2018,1,20180619,20180619,2000000047
,142800,00001,2018,1,20180619,20180619,2000000047
5100000221,090900,00001,2018,2,20180622,20180622,2000000047
4900000310,080700,00001,2018,1,20180705,20180705,2000000047
,080700,00001,2018,1,20180705,20180705,2000000047
4900000311,081600,00001,2018,1,20180705,20180705,2000000047
,081600,00001,2018,1,20180705,20180705,2000000047
4900000312,081900,00001,2018,1,20180705,20180705,2000000047
,081900,00001,2018,1,20180705,20180705,2000000047
5100000223,143900,00001,2018,2,20180706,20180706,2000000047
4900000313,103800,00001,2018,1,20180711,20180711,2000000047
,103800,00001,2018,1,20180711,20180711,2000000047
5100000224,125900,00001,2018,2,20180712,20180712,2000000047
5100000224,112000,00001,2018,2,20180713,20180713,2000000047
5100000224,123700,00001,2018,2,20180716,20180716,2000000047
4900000314,113000,00001,2018,1,20180717,20180717,2000000047
,113000,00001,2018,1,20180717,20180717,2000000047
4900000315,150300,00001,2018,1,20180806,20180806,2000000047
,150300,00001,2018,1,20180806,20180806,2000000047
5100000226,091600,00001,2018,2,20180810,20180810,2000000047
5100000226,154100,00001,2018,2,20180817,20180817,2000000047
4900000316,112700,00001,2018,1,20180820,20180820,2000000047
,112700,00001,2018,1,20180820,20180820,2000000047
4900000317,113300,00001,2018,1,20180820,20180820,2000000047
,113300,00001,2018,1,20180820,20180820,2000000047
5100000226,094400,00001,2018,2,20180821,20180821,2000000047
5100000226,112900,00001,2018,2,20180821,20180821,2000000047
5100000226,113200,00001,2018,2,20180821,20180821,2000000047
4900000318,074800,00001,2018,1,20180906,20180906,2000000047
,074800,00001,2018,1,20180906,20180906,2000000047
4900000319,075200,00001,2018,1,20180906,20180906,2000000047
,075200,00001,2018,1,20180906,20180906,2000000047
5100000228,145900,00001,2018,2,20180906,20180906,2000000047
4900000320,080500,00001,2018,1,20180907,20180907,2000000047
,080500,00001,2018,1,20180907,20180907,2000000047
5100000229,143400,00001,2018,2,20180907,20180907,2000000047
5100000229,050700,00001,2018,2,20180912,20180912,2000000047
4900000321,135000,00001,2018,1,20180913,20180913,2000000047
,135000,00001,2018,1,20180913,20180913,2000000047
5100000229,093900,00001,2018,2,20180917,20180917,2000000047
4900000322,072600,00001,2018,1,20181004,20181004,2000000047
,072600,00001,2018,1,20181004,20181004,2000000047
4900000323,113500,00001,2018,1,20181004,20181004,2000000047
,113500,00001,2018,1,20181004,20181004,2000000047
5100000230,083300,00001,2018,2,20181005,20181005,2000000047
4900000324,075000,00001,2018,1,20181008,20181008,2000000047
,075000,00001,2018,1,20181008,20181008,2000000047
5100000230,102000,00001,2018,2,20181008,20181008,2000000047
5100000230,114900,00001,2018,2,20181008,20181008,2000000047
4900000325,070200,00001,2018,1,20181011,20181011,2000000047
,070200,00001,2018,1,20181011,20181011,2000000047
5100000231,132500,00001,2018,2,20181012,20181012,2000000047
4900000326,081500,00001,2018,1,20181105,20181105,2000000047
,081500,00001,2018,1,20181105,20181105,2000000047
4900000327,102600,00001,2018,1,20181112,20181112,2000000047
,102600,00001,2018,1,20181112,20181112,2000000047
5100000234,145000,00001,2018,2,20181112,20181112,2000000047
4900000328,075400,00001,2018,1,20181113,20181113,2000000047
,075400,00001,2018,1,20181113,20181113,2000000047
4900000329,083000,00001,2018,1,20181113,20181113,2000000047
,083000,00001,2018,1,20181113,20181113,2000000047
5100000234,133500,00001,2018,2,20181114,20181114,2000000047
5100000234,082000,00001,2018,2,20181115,20181115,2000000047
5100000234,122300,00001,2018,2,20181123,20181123,2000000047
4900000330,105800,00001,2018,1,20181129,20181129,2000000047
,105800,00001,2018,1,20181129,20181129,2000000047
5100000235,094100,00001,2018,2,20181203,20181203,2000000047
4900000331,091500,00001,2018,1,20181206,20181206,2000000047
,091500,00001,2018,1,20181206,20181206,2000000047
4900000332,071500,00001,2018,1,20181207,20181207,2000000047
,071500,00001,2018,1,20181207,20181207,2000000047
4900000333,071900,00001,2018,1,20181207,20181207,2000000047
,071900,00001,2018,1,20181207,20181207,2000000047
5100000236,105000,00001,2018,2,20181207,20181207,2000000047
5100000236,071200,00001,2018,2,20181210,20181210,2000000047
5100000236,071700,00001,2018,2,20181210,20181210,2000000047
4900000334,075600,00001,2018,1,20181213,20181213,2000000047
,075600,00001,2018,1,20181213,20181213,2000000047
5100000237,074700,00001,2018,2,20181218,20181218,2000000047
4900000335,095800,00001,2019,1,20190104,20190104,2000000047
,095800,00001,2019,1,20190104,20190104,2000000047
4900000336,100300,00001,2019,1,20190104,20190104,2000000047
,100300,00001,2019,1,20190104,20190104,2000000047
4900000337,100700,00001,2019,1,20190104,20190104,2000000047
,100700,00001,2019,1,20190104,20190104,2000000047
4900000338,112400,00001,2019,1,20190104,20190104,2000000047
,112400,00001,2019,1,20190104,20190104,2000000047
5100000239,143400,00001,2019,2,20190104,20190104,2000000047
5100000239,084600,00001,2019,2,20190108,20190108,2000000047
5100000239,082800,00001,2019,2,20190109,20190109,2000000047
5100000239,083800,00001,2019,2,20190109,20190109,2000000047
4900000339,134700,00001,2018,1,20180123,20180123,2000000048
,134700,00001,2018,1,20180123,20180123,2000000048
5100000240,084800,00001,2018,2,20180205,20180205,2000000048
4900000340,095200,00001,2018,1,20180305,20180305,2000000049
5100000241,161700,00001,2018,2,20180309,20180309,2000000049
4900000341,153600,00001,2018,1,20180206,20180206,2000000050
